ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,"... Träume, die ein jeder von uns noch hat ...",1. Aufl.,Castrop-Rauxel,U. Beushausen,2013,21,"Beushausen, Ursel",,,,,,ger,
,Umsiedler,1. - 2. Tsd. der korrigierten Neuausg,Berlin,Suhrkamp,2013,263,"Schmidt, Arno",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Urban-Fantasy Anthologie,,Frankfurt am Main,A. Fritz Verlag,2013,,,"Schnell, Andreas",,,,Anthologie; Fantasy,ger,
,Vom frechen Affen und ungleichen Brüdern,"Nachdruck 2013, Stand: April 2011",München,Nord Süd Forum München e.V.,2013,55,,,"Schulze, Heinz",,,,ger,arw
,Weggeworfen wird nichts!,1. Auflage,Schwerin,Hanne Luhdo,2013,95,"Luhdo, Hanne",,,,,Anthologie; Gemischte Anthologien,ger,
,"Wer, was, wie, wo, wann",,Merchweiler,Selbstverlag der Schreibwerkstatt in der VHS Merchweiler,2013,394,,"Tiefenbrunner, Peter",,,"Dewes, Esther",Anthologie,ger,
,Winterhausen,Fünfte Auflage,Winterhausen,Verein für Ortsgeschichte Winterhausen,2013,54,"Geringer, Karl",,,,,Anthologie; Gemischte Anthologien,ger,
,Wissenswertes und Erstaunliches über Fürstenwalde/Spree in Geschichten und Gedichten,,Fürstenwalde,Freundeskreis Museum im Fürstenwalder Kulturverein e.V.,2013,60,,,,,,Anthologie,ger,
,Wissenswertes und Erstaunliches über Fürstenwalde/Spree in Geschichten und Gedichten,,Fürstenwalde,Freundeskreis Museum im Fürstenwalder Kulturverein e.V.,2013,2,"Erdmann, Dorothea",,,,,Anthologie; Gemischte Anthologien,ger,
,"Wohlgemuts heitere Geschichten als Bergmann, Lehrer, Rentner",,Ahaus,Kurt Kuhle,2013,152,"Kuhle, Kurt",,,,,,ger,
,Zu viel Glück,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2013,362,"Munro, Alice",,"Zerning, Heidi","Munro, Alice",,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,eng
,Abschied im Sommer,,Endingen,F.X. Haefliger,2012,92,"Harries, Gert",,,,,Erzählende Literatur: Anthologien,ger,
,Anthologie 2012,1. Aufl.,Ronnenberg,Calenberger Autorenkreis,2012,144,,,,,,Erzählende Literatur: Anthologien,ger,
,Anthologie l'humour noir: a ceremony,,Frankfurt am Main,MMK Museum für Moderne Kunst,2012,18,"Riedel, Michael S.",,,,"Jacobi, Sébastien; Affutu, Kudjoe; Jörissen, Henrike",Anthologie; Lyrik,ger; eng; fre,
,Aufbrüche,,Weitra,Verl. Bibliothek der Provinz,2012,200,"Jerschowa, Marion","Pils, Richard",,,,Erzählende Literatur,ger,
,Aufgeschrieben im Vogtland,Autoren-Ausg.,Triebel,H. Schönekerl,2012,47,"Schönekerl, Henning",,,,,Lyrik,ger,
,Aus dem Leben ...,,Weitra,Bibliothek der Provinz,2012,74,,"Unterköfler, Katja",,,"Unterköfler, Katja; Hölderlin, Friedrich; Hansjakob, Heinrich; Hensel, Luise; Goethe, Johann Wolfgang von",Erzählende Literatur,ger,
,Aus dem Leben eines Weißenfelsers,,Weißenfels,Pro Print,2012,117,,"Günther, Ingo",,,"Günther, Fritz Albert",Lyrik,ger,
,Begegnungen,,Würzburg,B. Versl,2012,42,"Versl, Bernhard",,,,,Erzählende Literatur: Anthologien,ger,
,"Bilder, Vaarschle un Geschichten",,Aue,Rockstroh,2012,55,"Trültzsch, Roland",,,,,,ger,
,"Bilder, Vaarschle un Geschichten",,Aue,Rockstroh,2012,86,"Trültzsch, Roland",,,,,,ger,
,Blaue Fahrt,Erstdr.,Bayreuth,The Bear Press,2012,75,"Jünger, Friedrich Georg",,,,"Sommerauer, Hubert",Erzählende Literatur: Hauptwerk vor 1945,ger,
,"Bunte Hunde, wilde Vögel",1. Aufl.,Dresden,Windlustverl.,2012,58,"Seim, René",,,,,,ger,
,Danke für den Fisch,,Mechernich,Kodex.Kulturverein e.V.,2012,40,"Mehler, Ulrich",,,,"Mehler, Ruth",Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,"Danke, gut",,Aarau,Kantonsspital Aarau,2012,99,"Aeberhard, Christian",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Das Familien-Idyll und andere Geschichten,,Stuttgart,M. Hora-Verderber,2012,69,"Hora, Mareli",,,,,Erzählende Literatur: Anthologien,ger,
,Das kleine lila Pony und andere Toleranz-Geschichten,,Remagen,Hauffes Buchsalon,2012,120,,"Hauffe, Andreas",,,,Konferenzschrift; Anthologie; Erzählende Literatur: Anthologien,ger,
,Der tote Hahn,,Horndorf,Irene Sander,2012,141,"Sander, Irene",,,,,Anthologie,ger,
,Die Maske,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2012,122,"Lenz, Siegfried",,,,,,ger,
,Die richtige Frau im falschen Auto,,Neckenmarkt,Novum Pro,2012,120,"Böck, Hannes",,,,,Erzählende Literatur: Anthologien,ger,
,Die schönsten Erzählungen,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2012,457,"Hesse, Hermann","Michels, Volker",,,,Erzählende Literatur: Anthologien,ger,
,Erfahrungen - Erkenntnisse,,Potsdam,"Seniorenbeirat der Landeshauptstadt Potsdam, Stadtverwaltung, Fachbereich 3 für Soziales, Jugend, Gesundheit, Ordnung und Umweltschutz",2012,104,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Erzählungen in Prosa und Lyrik und in Bildern,,"Eschborn am Taunus, Eckener Str. 8",H. Ziegler,2012,69,"Wadhwani, Helma",,,,,Gemischte Anthologien,ger,
,Erzählungen und Gedichte,,Röderhof,Kunstverein Röderhof e.V.,2012,23,"Sattler, Renate",,,,,Anthologie; Gemischte Anthologien,ger,
,Fenitschka. Eine Ausschweifung,,Weitra,Bibliothek der Provinz,2012,138,"Andreas-Salomé, Lou","Peball, Roland Wolfgang",,,,Erzählende Literatur,ger,
,Frühschoppen-Geschichten,,"Breidenbach, Siedlungsstraße 30",H.-D. Thomä,2012,135,"Thomä, Hans-Dieter",,,,,Erzählende Literatur: Anthologien,ger,
,Gemols in Stetzerboch,,Stützerbach,Brandtdruck,2012,56,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,66,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,66,,,,,"Morland, Jack",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,68,,,,,"Morton, Frank",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,70,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,69,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,66,,,,,"Morton, Frank",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,64,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,68,,,,,"Morland, Jack",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2012,68,,,,,"Collins, Bob",,ger,
,Geschichten vom Wildschwein Wilhelm in den Königshainer Bergen,,Krobnitz,Schlesisch-Oberlausitzer Museumsverbund gGmbH,2012,42,"Idziaschek, Karl",,,,,,ger,
,Geschichten von Katzen und anderen Tieren,,Stuttgart,M. Hora-Verderber,2012,75,"Hora, Mareli",,,,,Erzählende Literatur: Anthologien,ger,
,Geschichten zur Geschichte,1. Aufl.,Reichenbach,Stiftung ESRA,2012,150,,"Steps, Petra",,,,Erzählende Literatur: Anthologien,ger,
,Gezeitenwechsel,1. Sonderdr.,Marburg,Verl. Blaues Schloss,2012,87,"Henke-Reinarz, Annegrete",,,,,Lyrik,ger,
,Gross muss er sein und schwarz,,Hasselbach,im Tal - Stiftung Wortelkamp,2012,96,"Wortelkamp, Ulla",,,,"Herzog, Frank",Anthologie; Erzählende Literatur: Anthologien,ger,
,"Gschichten, döi es Lem´ gschriebn hout",4. Aufl.,Erlbach,Heimat- und Geschichtsverein Erlbach,2012,82,"Götz, Alfred",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Häuslerkindheit,,Berndorf,KRAL,2012,132,"Weber, Therese",,,,,Romanhafte Biographien,ger,
,"Hoasebrut und andere Gedichte und Geschichten ""voo ganz froiher bis hau"" ; in Mundart mit Übersetzung in Hochdeutsch",,Ehringshausen,R.-M. Schütz,2012,440,"Schütz, Rose-Marie",,,,,Gemischte Anthologien,ger,
,Im Hochhaus und andere Geschichten,,Stuttgart,M. Hora-Verderber,2012,53,"Hora, Mareli",,,,,Erzählende Literatur: Anthologien,ger,
,"""Integration""",,Koblenz,Lotto Rheinland-Pfalz,2012,116,,"Schössler, Hans-Peter",,,,Anthologie; Gemischte Anthologien,ger,
,Kinder schreiben für Kinder,Limitierte Aufl.,Buchs,River of Hope,2012,53,,,,,,,ger,
,Krimi-Anthologie,1. Aufl.,Fulda,Parzeller,2012,180,,"Kohlheyer, Ralph",,,,,ger,
,Kurzgeschichten,,Dulliken,S. Hahn,2012,54,,,,,,,ger,
,Kurzgeschichtenwettbewerb Schreiben gegen den Weltuntergang 2012,1. Aufl.,Berlin,Epubli,2012,76,,"Sokolowski, Andre",,,,Anthologie; Anthologie; Erzählende Literatur: Anthologien,ger,
,Leben in Geschichten,Großdruckversion,München,Edition Exovo,2012,2,"Kullnick, Uwe",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Lederstrumpf,,Augsburg,Weltbild,2012,318,"Höcker, Paul Oskar",,,,,Erzählende Literatur: Hauptwerk vor 1945,ger,
,Männerparkplätze,,Triberg,Selbstverlag,2012,24,"Stein, Dieter",,,,,,ger,
,Märchenhafte Geschichten,,Norden/Ostfriesland,Em Huisken Musik und Wort,2012,40,"Huisken, Carl em",,,,,,ger,
,Matilaberg-Geschichten,Stand September 2012,Triesen,Bürgergenossenschaft Triesen,2012,25,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Mein liebstes Spielzeug,,Halle,Förderkreis der Schriftsteller in Sachsen-Anhalt,2012,47,"Wein, Margarete",,,,,Anthologie; Gemischte Anthologien,ger,
,Mir hat's g'fall'n,,Heideck,R. Wechsler,2012,79,"Wechsler, Reinhard",,,,,Gemischte Anthologien,ger,
,Mit offenen Augen sieht man besser,1. Aufl.,Berlin,Epubli,2012,158,,,,,"Herron, Steven; Pech, Sebastian",Erzählende Literatur: Anthologien,ger,
,Mörderische Geschichten in und um Osnabrück,,Vechta,Geest-Verlag,2012,,"Koch-Gosejacob, Anne",,,,,"Fiktionale Darstellung; Krimis, Thriller, Spionage",ger,
,Mutti geht's gut,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2012,268,"Windmann, Laura",,,,,,ger,
,Nichts war passiert,1. Aufl.,Halle,Projekte-Verl. Cornelius,2012,103,"Seelig, Monika",,,,,Erzählende Literatur,ger,
,"""Nur für Mitglieder""",,Berlin,Kiezbündnis Klausenerplatz,2012,11,"Hesse, Wilhelm",,,,,"Humor, Satire",ger,
,Rohrfrei,,Hamburg,Angela Pundschus Verlag,2012,,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Samantha's Geschichten,,Neckenmarkt,United P.C.,2012,497,"Moeller, Hans A. H.",,,,,Erzählende Literatur: Anthologien,ger,
,Schattenbilder,,Buchholz,meer! Karin Buchholz,2012,9,"Buchholz, Karin",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,"""Sind armastan"" heißt ""ich liebe dich""",,Icking bei München,A. Malinova,2012,75,"Malinova, Alina",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,"Sommer, Sonne & Tod",,"Charleston, SC",CreateSpace,2012,122,"Schmitt-Egner, Isabell; Morus, Xander",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Stammtischlatein,,Frauenfeld,A. Hux,2012,59,"Hux, Angelus",,,,,Fiktionale Darstellung; Erzählende Literatur,ger,
,Stories aus Tanger,1. Aufl.,Zürich,Ed. Sacre,2012,55,"Mrabet, Mohammed",,"Vetsch, Florian",,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,fre
,Tödliches Halloween,1. Aufl.,München,T. Schwenk,2012,89,"Moon, Bella",,,,,Horror,ger,
,Tödliches Halloween,1. Aufl.,München,A. Agic,2012,88,Sole e Luna,,,,,Horror,ger,
,Transparenz,,Kappelrodeck-Waldulm,R. Volz,2012,130,,,,,"Volz, Rosemarie; Volz, Sabrina",Lyrik,ger,
,Unfall oder Mord,,Schlettau,Förderverein Schloss Schlettau e.V.,2012,38,"Gehler, Georg",,,,,Fiktionale Darstellung,ger,
,Unheimlich kurze Geschichten,,"Charleston, SC",CreateSpace,2012,180,"Schmitt-Egner, Isabell",,,,,,ger,
,Vom Dorf im Märzenbechertal,,Neustadt,Neustädter Autoren e.V.,2012,150,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Was im Leben zählt ...,,Klagenfurt,Kärntner Bildungswerk,2012,100,"Pichler-Corona, Grete",,,,,Lyrik,ger,
,Wege durch Dampf und Rauch,,Leipzig,FKSFL,2012,249,,"Berger, Dirk","Wolf, Tanja; Eiben, Ralf",,,Konferenzschrift,ger,eng
,Weihnachten mit der ganzen Familie,"Ungekürzte Lizenzausg., Sonderausg.",Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2012,144,,,,,,Anthologie; Anthologie; Gemischte Anthologien,ger,
,Weihnachtswundernacht,,Moers,Brendow. Verlag,2012,,,"Klappstein, Thomas",,,,Anthologie; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Wortsetzung folgt,,Ratingen,ERA e.V.,2012,127,,,,,,Anthologie; Gemischte Anthologien,ger,
,Zeit in Stücken,,Halle,Förderkreis der Schriftsteller in Sachsen-Anhalt,2012,47,"Heide, Siegfried von der",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Zurückwinken,,Bordenau,San-Marco-Handpresse,2012,50,"Bulla, Hans Georg",,,,,,ger,
,"""20/20""©",,Schönbühl-Urtenen,Migros Aare,2011,198,"Bornhauser, Thomas",,,,"Sigel, Beat",Anthologie,ger,
,"Alles, was passieren kann, passiert auch tatsächlich",,München,Münchener Provinz der Redemptoristen,2011,91,,"Steinle, Josef",,,,,ger,
,Anatolien und andere Kurzgeschichten,,Wien,Dorothea Salzer,2011,69,"Salzer, Dorothea",,,,,Anthologie,ger,
,Anekdoten und Ereignisse,,Markgröningen,Freiwillige Feuerwehr,2011,134,,"Beck, Heinrich",,,,,ger,
,"Anekdoten, Erzählungen, Geschichten und Sagen aus Dammbach und Umgebung",,Dammbach,Heimatverein Dammbach-Geishöhe,2011,78,"Schmitt, Karl",,,,,Anthologie,ger,
,Another Jesse Owens,,Niederkorn,CCD,2011,115,"Meder, Cornel",,,,,,ger,
,Außerhalb,,Darmstadt,Regionalgalerie Südhessen,2011,46,"Jung, Arno",,,,,Erzählende Literatur: Anthologien,ger,
,Beim tausendfachen Sang der Vögel,,Kleingießhübel,Ritschel,2011,184,,,,,,Gemischte Anthologien,ger,
,Berührt,,Norderstedt,Books on Demand GmbH,2011,100,,,,,,Anthologie,ger,
,Bilder und Geschichten zum Träumen,1. Auflage,Blaustein-Bermaringen,D. Meteorowa,2011,41,"Meteorowa, Dotschka",,,,"Meteorowa, Dotschka",Bildband; Anthologie; Erzählende Literatur: Anthologien,ger,
,"Bilder, Vaarschle un Geschichten",,Aue,Rockstroh,2011,58,"Trültzsch, Roland",,,,,,ger,
,C'est la vie. So ist das Leben,,Chemnitz,Christine Heyne,2011,3,"Heyne, Christine",,,,,Anthologie; Gemischte Anthologien,ger,
,"Dann spür ich, wie mir Flügel wachsen...",,Neustadt,Neustädter Autoren e.V.,2011,167,,,,,,Anthologie,ger,
,Das Gesetz,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2011,383,"Grisham, John",,"Dorn-Ruhl, Kristiana","Grisham, John",,"Anthologie; Anthologie; Krimis, Thriller, Spionage",ger,eng
,Das ist also Sehnsucht,,Trubschachen,Landverl.,2011,152,,,,,,Anthologie; Anthologie; Erzählende Literatur: Anthologien,ger,
,Delphine sind keine Fische,,München,Warmstrand Verl.,2011,160,"Mohr, Irene",,,,,Erzählende Literatur: Anthologien,ger,
,Der Alte vom Himmelsberg,,Bad Ems,VGDL,2011,28,"Fischer, Gaby; Gresch, Diethelm",,,,,,ger,
,Die Abenteuer des Morris von Ser-Në,,Zürich,Rebel Racoon Ed.,2011,749,,,,,"Michel, Matthias",Erzählende Literatur,ger,
,Die Angst perfekter Schwiegersöhne,1. Aufl.,Neheim,"Ed. Das Labor, Verl. der Artisten",2011,128,"Hieronymus, Haimo",,,,,Erzählende Literatur: Anthologien,ger,
,Die ... große Anthologie unseres Verlages,,Dresden,Edition Freiberg,2011,,,,,,,Anthologie; Anthologie; Gemischte Anthologien,ger,
,Durst und andere dringende Dinge,Neuausg.,Zürich,Kein & Aber,2011,228,"O'Brien, Flann",,"Rowohlt, Harry","O'Brien, Flann",,Erzählende Literatur,ger,eng
,Emotio,Dt. Erst-Ausg.,Nittendorf,Wurdack,2011,285,,"Rößler, Armin; Jänchen, Heidrun",,,,,ger,
,"Entführt, vergewaltigt, verstoßen ... und andere Geschichten aus der ehemaligen Sowjetunion und dem Nahen und Mittleren Osten",3. Aufl.,Wetzlar,Internat. Gideonbund,2011,95,"Koch, Paul J.",,,,,,ger,
,Erzählungen,,Rum,S. Isser-Plawenn,2011,94,,,,,,,ger,
,Erzählungen,,Rum,S. Isser-Plawenn,2011,116,,,,,,,ger,
,Erziehungsbuch für Prinzen und Prinzessinnen,2. Aufl.,Abtsgmünd,H. Dittrich,2011,89,"Dittrich, Hannelore",,,,,Erzählende Literatur: Anthologien,ger,
,Familienalbum,1. Aufl.,Wien,Braumüller,2011,205,"Marková, Marta",,,,,Anthologie; Anthologie,ger,
,Flüsterpausen,,Kammerstein,Karl-Gustav Hirschmann,2011,184,"Hirschmann, Karl-Gustav",,,,,Anthologie,ger,
,Gesammelte Erzählungen,,Leipzig,Festa,2011,6,"Smith, Clark Ashton",,"Sembten, Malte S.",,,Anthologie; Erzählende Literatur: Anthologien,ger,eng
,"""Geschenkte Zeit""",,Felixdorf,B. Matuschka,2011,106,"Matuschka, Brunhilde",,,,,,ger,
,Geschichten,1. Aufl.,"Hamburg, Max-Klinger-Str. 26",T. Kunde,2011,352,"Kunde, Thorsten",,,,,,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,68,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,70,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,68,,,,,"Morton, Frank",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,69,,,,,"Morland, Jack",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,66,,,,,"Morland, Jack",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,66,,,,,"Collins, Bob",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,66,,,,,,,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,67,,,,,"Morton, Frank",,ger,
,Geschichten aus der Gruselgruft,,Kerpen-Türnich,Romantruhe-Buchversand,2011,65,,,,,"Morland, Jack",,ger,
,"Geschichten, die das Leben schreibt",,Aschersleben,Das etwas andere Antiquariat,2011,16,"Malcherek, Bernd",,,,,,ger,
,Geschichte(n) für Pistoleros und Sportschützen,,Wien,Eigenverlag Hans Jachim,2011,70,"Jachim, Hans",,,,,Fiktionale Darstellung,ger,
,Grimmige Nachlese,,Cölbe-Schönstadt,Burgwald-Verlag + Druck GmbH,2011,132,,"Naumann, Karl-Heinrich",,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Heiliger Strom und himmlische Hügel,,Bedheim,Schloss-Verlag Bedheim,2011,457,"Kirfel, Bernhard",,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Heimat,Historischer Nachdruck,Ottersweier-Hatzenweier,Verlag Roland Klöpfer GmbH,2011,228,"Wunsch, Johannes",,,,,,ger,
,... hellauf gelacht!,Privatdr.,Neustadt an der Aisch,C. Schmidt,2011,157,,,,,,,ger,
,Innviertler Triptychon und Geschichten aus der weiten Welt,,Berlin,VerkanntenVerl.,2011,186,"Scheuringer, Karl",,,,,Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Jahreszeiten im Mosaik,,Alfeld,Schreibfreunde der Senioren-Akad.,2011,90,,,,,,,ger,
,Kinder schreiben für Kinder,Limitierte Aufl.,Buchs,River of Hope,2011,50,,,,,,,ger,
,Krimi-Geschichten,Originalausgabe,Oberhausen/Obb.,Noel-Verlag,2011,,,,,,,Anthologie; Erzählende Literatur: Anthologien,ger,
,Lubalin-Buch,1. Aufl.,Berlin,Lubalin-Verl.,2011,179,"Backhus, Lutz",,,,,,ger,
,Magische Geschichten,Genehmigte Lizenzausgabe,Köln,Helmut Lingen Verlag GmbH & Co. KG,2011,,,"Bradley, Marion Zimmer",,,,Anthologie; Fantastische Literatur,ger,eng
,"Mein Heimatbuch & zwei Geschichten aus ""Auf dem Heimwege""",,Regis-Breitingen,Katzbach Verlag,2011,251,"Braeutigam, Ludwig",,,,,Fiktionale Darstellung,ger,
,"Menschen, Mörder, Mondscheinkinder",,Oldenburg,Oldenburger Schreibwerkstatt,2011,78,,"Hadjeres, Liane",,,"Faske, Julia",,ger,
,"Miss Verständnis und andere ganz, halb oder gar nicht lustige Geschichten",,Weitra,Verl. Bibliothek der Provinz,2011,148,"Nastl, Andreas",,,,,,ger,
,Neue Fälle für Sherlock Holmes,Den Bühnen gegenüber als Hs. gedr.,Weinheim,Dt. Theaterverl.,2011,83,"Wagner, Cornelia",,,,,,ger,
,Ohne Ablaufdatum,, Salzburg,Salzburger Autorengruppe,2011,186,,"Ehtreiber, Ewald",,,,,ger,
,Prenzlauer Geschichten,,"Prenzlau, Sternberg 5",H. Kassube,2011,24,,,,,,,ger,
,Rückblicke auf Erlebtes,,Potsdam,"Seniorenbeirat der Landeshauptstadt Potsdam, Stadtverwaltung, Fachbereich 3 für Soziales, Jugend, Gesundheit, Ordnung und Umweltschutz",2011,104,,,,,,Anthologie,ger,
,Silberschwester,Genehmigte Lizenzausgabe,Köln,Helmut Lingen Verlag GmbH & Co. KG,2011,362,,"Bradley, Marion Zimmer","Müller, Wolfgang F.",,,Anthologie; Fantastische Literatur,ger,eng
,So bunt wie das Leben,,Eschbach,Verl. am Eschbach,2011,26,,,,,,,ger,
,T.C. Boyle,,Leipzig,"Klasse für Ill., HGB",2011,44,,,,,,,ger,
,Von Drachen und Menschen,,Halle,Förderkreis der Schriftsteller in Sachsen-Anhalt,2011,47,"Scheufler, Sylke",,,,,,ger,
,Wann is' Zeit,,Sandl,Rudolf Wagner,2011,159,"Wagner, Rudolf",,,,,Anthologie; Gemischte Anthologien,ger,
,Warchzor Geschichdn,,Würchwitz,Kleefestverein Würchwitz 1851,2011,32,"Löffler, Lena",,,,,,ger,
,Weihnacht wieder vor der Tür!,,Felixdorf,B. Matuschka,2011,59,"Matuschka, Brunhilde",,,,,,ger,
,Weihnachten,,Rudersberg,Editionnova,2011,141,,"Menzel, Kristina",,,,Anthologie; Anthologie,ger,
,Weihnachten drham,,Zschorlau,P. Bartella,2011,136,"Bartella, Petra",,,,,,ger,
,Weihnachtsgeschichten,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2011,112,,,,,,,ger,
,Wer andern eine Grube gräbt,5. Auflage,Diez,Gerhard Pons,2011,49,"Pons, Gerhard",,,,,Fiktionale Darstellung,ger,
,Wie man wahre Größe beweist,,Oldenburg,Oldenburger Schreibwerkstatt,2011,61,,"Hadjeres, Liane",,,"Améfiohoun, Afi Dédé Sylvie",Erzählende Literatur: Anthologien,ger,
,Wiesbadener Anthologie,,Wiesbaden,b.i.t. Verlag GmbH,2011,760,,,,,,,ger,
,Wir kommen von weit her,,Norderstedt,Books on Demand GmbH,2011,74,"Mosler, Guido Mario",,,,,,ger,
,Wo Schmetterlinge Lieder singen,,"Kappelrodeck-Waldulm, Weinstr. 62",R. Volz,2011,132,,,,,"Volz, Rosemarie; Volz, Sabrina",Gemischte Anthologien,ger,
,Wunder geschehen immer wieder,,Mechernich,Kodex.Kulturverein e.V.,2011,40,"Mehler, Ulrich",,,,,Fiktionale Darstellung; Erzählende Literatur: Gegenwartsliteratur ab 1945,ger,
,Zauberort,,Halle,Förderkreis der Schriftsteller in Sachsen-Anhalt,2011,47,"Penk, Antje",,,,,,ger,
,14 Tage Bex-Grenoble,,Zürich,R. Kaul,2010,72,"Kaul, Reinhard",,,,,,ger,
,"""2010""",,Schönbühl-Urtenen,Migros Aare,2010,96,"Bornhauser, Thomas",,,,"Sigel, Beat",,ger,
,"Advent, Nikolaus un Wiehnachten up Plattdütsch",,Lohne,Hildegard Tölke,2010,44,"Tölke, Hildegard",,,,,Anthologie; Gemischte Anthologien,ger,
,Arabische Nächte,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2010,415,,"Schellenberg, Ernst Ludwig",,,"Dulac, Edmund",Anthologie; Anthologie,ger,ara
,Auf der Seifenblase,,Berlin,Epilogmedia,2010,19,"Laßwitz, Kurd",,,,,,ger,
,Ausgewählte Kurzgeschichten und Gedichte,,Jakarta,Goethe-Institut Indonesien,2010,100,"Sukanta, Putu Oka",,"Schneebeli, Brigitte",,,Anthologie; Erzählende Literatur: Anthologien,ger,ind
,Autorenbegegnungen,,Bonn,Bundesverb. Junger Autoren und Autorinnen,2010,167,,"Flade, Tatjana",,,,,ger,
,Berliner Geschichten,,Zierenberg,Die oHo-Schreibstube,2010,15,"Brede, Horst",,,,,,ger,
,Best of Sherlock Holmes,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2010,320,"Doyle, Arthur Conan",,,,"Kilian, Kai","Anthologie; Anthologie; Krimis, Thriller, Spionage",ger; eng,eng
,Bethlehem ist nebenan,,"Eschbach, Markgräflerl",Verlag am Eschbach,2010,4,"Kubelka, Margarete",,,,,,ger,
,"Bilder, Vaarschle un Geschichten",,Aue,Rockstroh,2010,58,"Trültzsch, Roland",,,,,,ger,
,Christmas stories,Ungekürzte Lizenzausg.,Rheda-Wiedenbrück,RM-Buch-und-Medien-Vertrieb {u.a.,2010,425,"Dickens, Charles",,"Fuchs, Isabelle",,,Anthologie; Anthologie,ger,eng
,Dark vampire,Originalausgabe,Kerpen-Türnich,Romantruhe,2010,246,,,,,,Fiktionale Darstellung,ger,
