ISBN,Buchtitel,Auflage,Publikationsort,Publisher,Publikationsjahr,Seitenzahl,Verfasser,Herausgeber,Übersetzer,keineRolle,sonstigeRolle,Gattung_Genre,Sprache,SpracheOriginal
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
,G-man Jerry Cotton,,Köln,Bastei Lübbe,2022,,,,,,,,ger,
9783902714428,Gedichte & Geschichten,,Graz,Wir machen Kultur,2022,,,,,,,,ger,
9783902714428,Gedichte & Geschichten,,Graz,Wir machen Kultur,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Winchester,,Bergisch-Gladbach,Lübbe,2022,,,,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Der kleine Fürst,,Hamburg,Martin Kelter Verlag GmbH & Co. KG,2021,,"Maybach, Viola",,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
,Die schönsten Bergromane,,Köln,Bastei Lübbe GmbH & Co. KG,2021,,,,,,,,ger,
