"person_id","person_name","debut_year","debut_segment","age_at_debut","under_30"
"P20685",NULL,2013,"OP",NULL,NULL
"P20686",NULL,2021,"OP",17,True
"P20687",NULL,2011,"OP",14,True
"P20688",NULL,2015,"OP",16,True
"P20689",NULL,2017,"OP",NULL,NULL
"P20690",NULL,2017,"OP",17,True
"P20691",NULL,2016,"OP",18,True
"P20692",NULL,2018,"OP",NULL,NULL
"P20693",NULL,2013,"OP",NULL,NULL
"P20694",NULL,2021,"OP",NULL,NULL
"P20695",NULL,2016,"OP",NULL,NULL
"P20696",NULL,2013,"OP",NULL,NULL
"P20697",NULL,2015,"OP",NULL,NULL
"P20698",NULL,2015,"OP",NULL,NULL
"P20699",NULL,2009,"OP",NULL,NULL
"P207","Albrecht, Lars",2019,"B",30,False
"P20700",NULL,2015,"OP",NULL,NULL
"P20701",NULL,2015,"OP",NULL,NULL
"P20702",NULL,2012,"OP",NULL,NULL
"P20703",NULL,2010,"OP",14,True
"P20704",NULL,2009,"OP",19,True
"P20705",NULL,2010,"OP",NULL,NULL
"P20706",NULL,2008,"OP",NULL,NULL
"P20707",NULL,2021,"OP",NULL,NULL
"P20708",NULL,2010,"OP",NULL,NULL
"P20709",NULL,2017,"OP",17,True
"P2071","Brenner, Leo",2020,"B",165,False
"P20710",NULL,2013,"OP",NULL,NULL
"P20711",NULL,2015,"OP",21,True
"P20712",NULL,2015,"OP",17,True
"P20713",NULL,2011,"OP",NULL,NULL
"P20714",NULL,2013,"OP",19,True
"P20715",NULL,2016,"OP",NULL,NULL
"P20716",NULL,2012,"OP",NULL,NULL
"P20717",NULL,2011,"OP",16,True
"P20718",NULL,2015,"OP",21,True
"P20719",NULL,2021,"OP",23,True
"P2072","Brenner, Tina",2017,"B",NULL,NULL
"P20720",NULL,2010,"OP",17,True
"P20721",NULL,2018,"OP",NULL,NULL
"P20722",NULL,2013,"OP",NULL,NULL
"P20723",NULL,2011,"OP",16,True
"P20724",NULL,2016,"OP",15,True
"P20725",NULL,2008,"OP",NULL,NULL
"P20726",NULL,2017,"OP",NULL,NULL
"P20727",NULL,2011,"OP",NULL,NULL
"P20728",NULL,2019,"OP",31,False
"P20729",NULL,2008,"OP",NULL,NULL
"P20730",NULL,2017,"OP",NULL,NULL
"P20731",NULL,2014,"OP",NULL,NULL
"P20732",NULL,2014,"OP",NULL,NULL
"P20733",NULL,2009,"OP",NULL,NULL
"P20734",NULL,2008,"OP",19,True
"P20735",NULL,2014,"OP",16,True
"P20736",NULL,2014,"OP",NULL,NULL
"P20737",NULL,2014,"OP",NULL,NULL
"P20738",NULL,2009,"OP",18,True
"P20739",NULL,2014,"OP",NULL,NULL
"P2074","Brentzel, Marianne",2016,"B",73,False
"P20740",NULL,2010,"OP",NULL,NULL
"P20741",NULL,2011,"OP",NULL,NULL
"P20742",NULL,2010,"OP",21,True
"P20743",NULL,2014,"OP",NULL,NULL
"P20744",NULL,2012,"OP",NULL,NULL
"P20745",NULL,2011,"OP",NULL,NULL
"P20746",NULL,2022,"OP",23,True
"P20747",NULL,2018,"OP",NULL,NULL
"P20748",NULL,2014,"OP",14,True
"P20749",NULL,2016,"OP",NULL,NULL
"P2075","Brepohl, Wilm",2014,"B",71,False
"P20750",NULL,2010,"OP",16,True
"P20751",NULL,2016,"OP",NULL,NULL
"P20752",NULL,2010,"OP",27,True
"P20753",NULL,2008,"OP",NULL,NULL
"P20754",NULL,2015,"OP",20,True
"P20755",NULL,2015,"OP",NULL,NULL
"P20756",NULL,2011,"OP",16,True
"P20757",NULL,2017,"OP",NULL,NULL
"P20758",NULL,2016,"OP",18,True
"P20759",NULL,2009,"OP",16,True
"P2076","Bresch, Harald",2021,"B",NULL,NULL
"P20760",NULL,2019,"OP",NULL,NULL
"P20761",NULL,2010,"OP",NULL,NULL
"P20762",NULL,2017,"OP",NULL,NULL
"P20763",NULL,2014,"OP",21,True
"P20764",NULL,2008,"OP",15,True
"P20765",NULL,2009,"OP",NULL,NULL
"P20766",NULL,2020,"OP",NULL,NULL
"P20767",NULL,2015,"OP",24,True
"P20768",NULL,2012,"OP",20,True
"P20769",NULL,2016,"OP",NULL,NULL
"P20770",NULL,2013,"OP",NULL,NULL
"P20771",NULL,2012,"OP",NULL,NULL
"P20772",NULL,2018,"OP",2,True
"P20773",NULL,2010,"OP",NULL,NULL
"P20774",NULL,2011,"OP",17,True
"P20775",NULL,2021,"OP",NULL,NULL
"P20776",NULL,2012,"OP",20,True
"P20777",NULL,2011,"OP",NULL,NULL
"P20778",NULL,2017,"OP",18,True
"P20779",NULL,2016,"OP",NULL,NULL
"P2078","Breslauer, Rudolf",2020,"B",NULL,NULL
"P20780",NULL,2022,"OP",NULL,NULL
"P20781",NULL,2014,"OP",NULL,NULL
"P20782",NULL,2013,"OP",16,True
"P20783",NULL,2021,"OP",NULL,NULL
"P20784",NULL,2016,"OP",15,True
"P20785",NULL,2014,"OP",NULL,NULL
"P20786",NULL,2009,"OP",NULL,NULL
"P20787",NULL,2015,"OP",NULL,NULL
"P20788",NULL,2017,"OP",30,False
"P20789",NULL,2019,"OP",NULL,NULL
"P2079","Breslin, Jane",2021,"B",60,False
"P20790",NULL,2014,"OP",20,True
"P20791",NULL,2009,"OP",16,True
"P20792",NULL,2016,"OP",NULL,NULL
"P20793",NULL,2013,"OP",NULL,NULL
"P20794",NULL,2012,"OP",NULL,NULL
"P20795",NULL,2017,"OP",16,True
"P20796",NULL,2012,"OP",16,True
"P20797",NULL,2016,"OP",17,True
"P20798",NULL,2014,"OP",11,True
"P20799",NULL,2020,"OP",NULL,NULL
"P2080","Bresser, Michael",2015,"B",44,False
"P20800",NULL,2015,"OP",NULL,NULL
"P20801",NULL,2015,"OP",NULL,NULL
"P20802",NULL,2010,"OP",NULL,NULL
"P20803",NULL,2013,"OP",NULL,NULL
"P20804",NULL,2014,"OP",NULL,NULL
"P20805",NULL,2013,"OP",NULL,NULL
"P20806",NULL,2008,"OP",14,True
"P20807",NULL,2014,"OP",16,True
"P20808",NULL,2016,"OP",11,True
"P20809",NULL,2015,"OP",NULL,NULL
"P20810",NULL,2017,"OP",NULL,NULL
"P20812",NULL,2013,"OP",NULL,NULL
"P20813",NULL,2008,"OP",20,True
"P20814",NULL,2010,"OP",NULL,NULL
"P20815",NULL,2020,"OP",18,True
"P20816",NULL,2009,"OP",NULL,NULL
"P20817",NULL,2017,"OP",17,True
"P20818",NULL,2023,"OP",NULL,NULL
"P20819",NULL,2009,"OP",NULL,NULL
"P2082","Bretfeld, Susanne",2019,"B",NULL,NULL
"P20820",NULL,2019,"OP",22,True
"P20821",NULL,2021,"OP",NULL,NULL
"P20822",NULL,2012,"OP",NULL,NULL
"P20823",NULL,2012,"OP",16,True
"P20824",NULL,2011,"OP",17,True
"P20825",NULL,2012,"OP",NULL,NULL
"P20826",NULL,2012,"OP",NULL,NULL
"P20827",NULL,2019,"OP",NULL,NULL
"P20828",NULL,2014,"OP",15,True
"P20829",NULL,2016,"OP",NULL,NULL
"P2083","Bretschneider, Antje",2020,"B",NULL,NULL
"P20830",NULL,2014,"OP",28,True
"P20831",NULL,2018,"OP",NULL,NULL
"P20832",NULL,2020,"OP",NULL,NULL
"P20833",NULL,2010,"OP",NULL,NULL
"P20834",NULL,2018,"OP",19,True
"P20835",NULL,2008,"OP",NULL,NULL
"P20836",NULL,2009,"OP",NULL,NULL
"P20837",NULL,2011,"OP",NULL,NULL
"P20838",NULL,2009,"OP",14,True
"P20839",NULL,2015,"OP",NULL,NULL
"P20841",NULL,2009,"OP",19,True
"P20842",NULL,2016,"OP",NULL,NULL
"P20843",NULL,2018,"OP",NULL,NULL
"P20844",NULL,2016,"OP",NULL,NULL
"P20845",NULL,2016,"OP",NULL,NULL
"P20846",NULL,2013,"OP",NULL,NULL
"P20847",NULL,2013,"OP",NULL,NULL
"P20848",NULL,2012,"OP",NULL,NULL
"P20849",NULL,2011,"OP",14,True
"P2085","Bretschneider, Jan",2017,"B",79,False
"P20850",NULL,2022,"OP",24,True
"P20851",NULL,2019,"OP",16,True
"P20852",NULL,2014,"OP",NULL,NULL
"P20853",NULL,2016,"OP",NULL,NULL
"P20854",NULL,2021,"OP",27,True
"P20855",NULL,2014,"OP",21,True
"P20856",NULL,2023,"OP",NULL,NULL
"P20857",NULL,2014,"OP",16,True
"P20858",NULL,2009,"OP",NULL,NULL
"P20859",NULL,2013,"OP",NULL,NULL
"P20860",NULL,2012,"OP",21,True
"P20861",NULL,2010,"OP",NULL,NULL
"P20862",NULL,2019,"OP",NULL,NULL
"P20863",NULL,2016,"OP",23,True
"P20864",NULL,2015,"OP",NULL,NULL
"P20865",NULL,2016,"OP",NULL,NULL
"P20866",NULL,2019,"OP",18,True
"P20867",NULL,2015,"OP",NULL,NULL
"P20868",NULL,2015,"OP",16,True
"P20869",NULL,2017,"OP",NULL,NULL
"P2087","Brettner, Harald",2023,"B",60,False
"P20870",NULL,2016,"OP",17,True
"P20871",NULL,2015,"OP",NULL,NULL
"P20872",NULL,2014,"OP",NULL,NULL
"P20873",NULL,2009,"OP",15,True
"P20874",NULL,2009,"OP",17,True
"P20875",NULL,2013,"OP",17,True
"P20876",NULL,2008,"OP",20,True
"P20877",NULL,2017,"OP",NULL,NULL
"P20878",NULL,2009,"OP",32,False
"P20879",NULL,2017,"OP",15,True
"P2088","Brettschneider, Detlef",2021,"B",NULL,NULL
"P20880",NULL,2017,"OP",23,True
"P20881",NULL,2013,"OP",14,True
"P20882",NULL,2016,"OP",NULL,NULL
"P20883",NULL,2008,"OP",NULL,NULL
"P20884",NULL,2011,"OP",15,True
"P20885",NULL,2008,"OP",NULL,NULL
"P20886",NULL,2012,"OP",NULL,NULL
"P20887",NULL,2009,"OP",NULL,NULL
"P20888",NULL,2010,"OP",NULL,NULL
"P20889",NULL,2020,"OP",NULL,NULL
"P20890",NULL,2012,"OP",NULL,NULL
"P20891",NULL,2017,"OP",NULL,NULL
"P20892",NULL,2010,"OP",18,True
"P20893",NULL,2012,"OP",NULL,NULL
"P20895",NULL,2008,"OP",15,True
"P20896",NULL,2012,"OP",NULL,NULL
"P20897",NULL,2013,"OP",NULL,NULL
"P20898",NULL,2011,"OP",20,True
"P20899",NULL,2015,"OP",NULL,NULL
"P209","Albrecht, Matthias",2009,"B",48,False
"P20900",NULL,2009,"OP",16,True
"P20901",NULL,2018,"OP",14,True
"P20902",NULL,2016,"OP",NULL,NULL
"P20903",NULL,2010,"OP",19,True
"P20904",NULL,2013,"OP",15,True
"P20905",NULL,2013,"OP",13,True
"P20906",NULL,2010,"OP",NULL,NULL
"P20907",NULL,2020,"OP",16,True
"P20908",NULL,2017,"OP",NULL,NULL
"P20909",NULL,2017,"OP",15,True
"P2091","Bretz, Winfried",2016,"B",NULL,NULL
"P20910",NULL,2022,"OP",NULL,NULL
"P20911",NULL,2011,"OP",14,True
"P20913",NULL,2013,"OP",19,True
"P20914",NULL,2010,"OP",23,True
"P20915",NULL,2009,"OP",18,True
"P20916",NULL,2018,"OP",16,True
"P20917",NULL,2010,"OP",16,True
"P20918",NULL,2011,"OP",NULL,NULL
"P20919",NULL,2020,"OP",NULL,NULL
"P20920",NULL,2015,"OP",NULL,NULL
"P20921",NULL,2008,"OP",15,True
"P20922",NULL,2017,"OP",NULL,NULL
"P20923",NULL,2013,"OP",NULL,NULL
"P20924",NULL,2011,"OP",17,True
"P20925",NULL,2014,"OP",NULL,NULL
"P20927",NULL,2013,"OP",NULL,NULL
"P20928",NULL,2008,"OP",16,True
"P20929",NULL,2013,"OP",19,True
"P2093","Breuer, Katja",2016,"B",NULL,NULL
"P20930",NULL,2013,"OP",NULL,NULL
"P20931",NULL,2017,"OP",NULL,NULL
"P20932",NULL,2019,"OP",NULL,NULL
"P20933",NULL,2012,"OP",NULL,NULL
"P20934",NULL,2009,"OP",17,True
"P20935",NULL,2012,"OP",NULL,NULL
"P20936",NULL,2014,"OP",14,True
"P20937",NULL,2021,"OP",NULL,NULL
"P20938",NULL,2016,"OP",NULL,NULL
"P20939",NULL,2012,"OP",NULL,NULL
"P20940",NULL,2010,"OP",NULL,NULL
"P20941",NULL,2021,"OP",NULL,NULL
"P20942",NULL,2016,"OP",NULL,NULL
"P20943",NULL,2015,"OP",NULL,NULL
"P20944",NULL,2019,"OP",23,True
"P20945",NULL,2018,"OP",19,True
"P20946",NULL,2016,"OP",NULL,NULL
"P20947",NULL,2021,"OP",17,True
"P20948",NULL,2015,"OP",NULL,NULL
"P20949",NULL,2014,"OP",NULL,NULL
"P2095","Breuer, Rolf",2012,"B",72,False
"P20950",NULL,2008,"OP",15,True
"P20951",NULL,2013,"OP",18,True
"P20952",NULL,2020,"OP",NULL,NULL
"P20953",NULL,2014,"OP",17,True
"P20954",NULL,2010,"OP",NULL,NULL
"P20955",NULL,2013,"OP",NULL,NULL
"P20956",NULL,2009,"OP",NULL,NULL
"P20957",NULL,2012,"OP",NULL,NULL
"P20958",NULL,2008,"OP",16,True
"P20959",NULL,2022,"OP",NULL,NULL
"P20960",NULL,2008,"OP",20,True
"P20961",NULL,2013,"OP",NULL,NULL
"P20962",NULL,2010,"OP",16,True
"P20963",NULL,2013,"OP",NULL,NULL
"P20964",NULL,2012,"OP",NULL,NULL
"P20965",NULL,2023,"OP",NULL,NULL
"P20966",NULL,2010,"OP",NULL,NULL
"P20967",NULL,2009,"OP",NULL,NULL
"P20968",NULL,2013,"OP",NULL,NULL
"P20969",NULL,2017,"OP",NULL,NULL
"P2097","Breuer, Ulrike",2023,"B",NULL,NULL
"P20970",NULL,2013,"OP",NULL,NULL
"P20971",NULL,2016,"OP",NULL,NULL
"P20972",NULL,2009,"OP",NULL,NULL
"P20973",NULL,2011,"OP",13,True
"P20974",NULL,2014,"OP",NULL,NULL
"P20976",NULL,2008,"OP",NULL,NULL
"P20977",NULL,2010,"OP",NULL,NULL
"P20978",NULL,2009,"OP",NULL,NULL
"P20979",NULL,2014,"OP",14,True
"P20980",NULL,2017,"OP",17,True
"P20981",NULL,2009,"OP",15,True
"P20982",NULL,2013,"OP",NULL,NULL
"P20983",NULL,2020,"OP",NULL,NULL
"P20984",NULL,2012,"OP",17,True
"P20985",NULL,2018,"OP",NULL,NULL
"P20986",NULL,2008,"OP",NULL,NULL
"P20987",NULL,2021,"OP",20,True
"P20988",NULL,2008,"OP",16,True
"P2099","Breuhan, Monika",2020,"B",NULL,NULL
"P20990",NULL,2019,"OP",NULL,NULL
"P20991",NULL,2015,"OP",NULL,NULL
"P20992",NULL,2015,"OP",NULL,NULL
"P20993",NULL,2008,"OP",51,False
"P20994",NULL,2016,"OP",NULL,NULL
"P20995",NULL,2009,"OP",16,True
"P20996",NULL,2016,"OP",15,True
"P20997",NULL,2014,"OP",NULL,NULL
"P20998",NULL,2009,"OP",17,True
"P20999",NULL,2018,"OP",18,True
"P21","..., Vadipa",2015,"OP",17,True
"P2100","Breuker, Heinz",2015,"B",71,False
"P21000",NULL,2011,"OP",NULL,NULL
"P21001",NULL,2022,"OP",39,False
"P21002",NULL,2020,"OP",NULL,NULL
"P21003",NULL,2016,"OP",NULL,NULL
"P21004",NULL,2013,"OP",15,True
"P21005",NULL,2023,"OP",NULL,NULL
"P21006",NULL,2017,"OP",NULL,NULL
"P21007",NULL,2018,"OP",NULL,NULL
"P21008",NULL,2010,"OP",16,True
"P21009",NULL,2016,"OP",NULL,NULL
"P2101","Breuninger, Martin",2023,"B",63,False
"P21010",NULL,2008,"OP",15,True
"P21011",NULL,2020,"OP",NULL,NULL
"P21012",NULL,2009,"OP",15,True
"P21013",NULL,2013,"OP",NULL,NULL
"P21014",NULL,2019,"OP",NULL,NULL
"P21015",NULL,2021,"OP",NULL,NULL
"P21016",NULL,2017,"OP",NULL,NULL
"P21017",NULL,2011,"OP",14,True
"P21018",NULL,2013,"OP",NULL,NULL
"P21019",NULL,2018,"OP",NULL,NULL
"P21020",NULL,2015,"OP",NULL,NULL
"P21021",NULL,2020,"OP",25,True
"P21022",NULL,2020,"OP",33,False
"P21023",NULL,2013,"OP",NULL,NULL
"P21024",NULL,2016,"OP",NULL,NULL
"P21025",NULL,2015,"OP",NULL,NULL
"P21026",NULL,2014,"OP",NULL,NULL
"P21027",NULL,2015,"OP",NULL,NULL
"P21028",NULL,2017,"OP",NULL,NULL
"P21029",NULL,2012,"OP",NULL,NULL
"P21030",NULL,2017,"OP",14,True
"P21031",NULL,2018,"OP",NULL,NULL
"P21032",NULL,2015,"OP",17,True
"P21033",NULL,2009,"OP",16,True
"P21034",NULL,2010,"OP",NULL,NULL
"P21035",NULL,2008,"OP",14,True
"P21036",NULL,2009,"OP",16,True
"P21037",NULL,2013,"OP",NULL,NULL
"P21038",NULL,2017,"OP",16,True
"P21039",NULL,2015,"OP",NULL,NULL
"P2104","Brian, Marc",2010,"B",42,False
"P21040",NULL,2018,"OP",NULL,NULL
"P21041",NULL,2014,"OP",NULL,NULL
"P21042",NULL,2013,"OP",16,True
"P21043",NULL,2009,"OP",18,True
"P21044",NULL,2017,"OP",NULL,NULL
"P21045",NULL,2015,"OP",NULL,NULL
"P21047",NULL,2012,"OP",NULL,NULL
"P21048",NULL,2018,"OP",NULL,NULL
"P2105","Brichzin, Kerstin",2016,"B",54,False
"P21050",NULL,2018,"OP",NULL,NULL
"P21051",NULL,2011,"OP",NULL,NULL
"P21052",NULL,2008,"OP",NULL,NULL
"P21053",NULL,2020,"OP",NULL,NULL
"P21054",NULL,2013,"OP",14,True
"P21055",NULL,2011,"OP",NULL,NULL
"P21056",NULL,2012,"OP",14,True
"P21057",NULL,2014,"OP",17,True
"P21058",NULL,2012,"OP",20,True
"P2106","Brickwell, Ditha",2019,"B",78,False
"P21060",NULL,2013,"OP",NULL,NULL
"P21061",NULL,2008,"OP",16,True
"P21062",NULL,2012,"OP",NULL,NULL
"P21063",NULL,2014,"OP",NULL,NULL
"P21064",NULL,2016,"OP",NULL,NULL
"P21065",NULL,2019,"OP",20,True
"P21066",NULL,2018,"OP",NULL,NULL
"P21067",NULL,2008,"OP",NULL,NULL
"P21068",NULL,2009,"OP",14,True
"P21069",NULL,2008,"OP",NULL,NULL
"P21070",NULL,2011,"OP",14,True
"P21071",NULL,2013,"OP",17,True
"P21072",NULL,2022,"OP",19,True
"P21073",NULL,2015,"OP",NULL,NULL
"P21074",NULL,2008,"OP",NULL,NULL
"P21075",NULL,2017,"OP",NULL,NULL
"P21076",NULL,2018,"OP",21,True
"P21077",NULL,2008,"OP",NULL,NULL
"P21078",NULL,2014,"OP",20,True
"P21079",NULL,2013,"OP",NULL,NULL
"P2108","Briegert, Jessica",2019,"B",NULL,NULL
"P21080",NULL,2013,"OP",NULL,NULL
"P21082",NULL,2014,"OP",NULL,NULL
"P21083",NULL,2014,"OP",NULL,NULL
"P21084",NULL,2021,"OP",NULL,NULL
"P21085",NULL,2021,"OP",NULL,NULL
"P21087",NULL,2013,"OP",17,True
"P21088",NULL,2019,"OP",19,True
"P21089",NULL,2008,"OP",NULL,NULL
"P2109","Briese, Melanie",2018,"B",38,False
"P21090",NULL,2015,"OP",18,True
"P21091",NULL,2015,"OP",15,True
"P21092",NULL,2009,"OP",25,True
"P21093",NULL,2015,"OP",19,True
"P21094",NULL,2020,"OP",NULL,NULL
"P21095",NULL,2015,"OP",NULL,NULL
"P21096",NULL,2018,"OP",15,True
"P21097",NULL,2014,"OP",NULL,NULL
"P21098",NULL,2014,"OP",17,True
"P21099",NULL,2012,"OP",NULL,NULL
"P211","Albrecht, Susanne Ulrike Maria",2019,"B",52,False
"P2110","Brigg, Florian",2013,"B",NULL,NULL
"P21100",NULL,2009,"OP",NULL,NULL
"P21101",NULL,2013,"OP",16,True
"P21102",NULL,2015,"OP",NULL,NULL
"P21103",NULL,2017,"OP",NULL,NULL
"P21104",NULL,2013,"OP",NULL,NULL
"P21105",NULL,2013,"OP",NULL,NULL
"P21106",NULL,2012,"OP",NULL,NULL
"P21107",NULL,2010,"OP",NULL,NULL
"P21108",NULL,2013,"OP",NULL,NULL
"P21109",NULL,2014,"OP",NULL,NULL
"P2111","Briggs, Patricia",2017,"B",NULL,NULL
"P21110",NULL,2010,"OP",NULL,NULL
"P21111",NULL,2009,"OP",16,True
"P21112",NULL,2010,"OP",NULL,NULL
"P21113",NULL,2013,"OP",NULL,NULL
"P21114",NULL,2013,"OP",17,True
"P21115",NULL,2010,"OP",NULL,NULL
"P21116",NULL,2021,"OP",NULL,NULL
"P21117",NULL,2012,"OP",21,True
"P21118",NULL,2015,"OP",NULL,NULL
"P21119",NULL,2011,"OP",17,True
"P2112","Bright, Damian",2023,"B",32,False
"P21120",NULL,2012,"OP",16,True
"P21121",NULL,2017,"OP",NULL,NULL
"P21122",NULL,2012,"OP",NULL,NULL
"P21123",NULL,2012,"OP",15,True
"P21124",NULL,2017,"OP",13,True
"P21125",NULL,2009,"OP",13,True
"P21126",NULL,2010,"OP",16,True
"P21127",NULL,2013,"OP",20,True
"P21128",NULL,2016,"OP",NULL,NULL
"P21129",NULL,2013,"OP",33,False
"P2113","Brighton, Sara",2021,"B",NULL,NULL
"P21130",NULL,2010,"OP",18,True
"P21131",NULL,2010,"OP",NULL,NULL
"P21132",NULL,2016,"OP",NULL,NULL
"P21133",NULL,2012,"OP",17,True
"P21134",NULL,2009,"OP",17,True
"P21135",NULL,2016,"OP",NULL,NULL
"P21136",NULL,2020,"OP",NULL,NULL
"P21137",NULL,2016,"OP",NULL,NULL
"P21138",NULL,2012,"OP",15,True
"P21139",NULL,2017,"OP",NULL,NULL
"P2114","Brigitte Bjarnason",2011,"B",52,False
"P21140",NULL,2010,"OP",NULL,NULL
"P21141",NULL,2020,"OP",NULL,NULL
"P21142",NULL,2010,"OP",20,True
"P21143",NULL,2014,"OP",14,True
"P21144",NULL,2015,"OP",19,True
"P21145",NULL,2020,"OP",22,True
"P21146",NULL,2018,"OP",NULL,NULL
"P21147",NULL,2021,"OP",NULL,NULL
"P21148",NULL,2013,"OP",15,True
"P21149",NULL,2012,"OP",NULL,NULL
"P21150",NULL,2014,"OP",NULL,NULL
"P21151",NULL,2011,"OP",15,True
"P21152",NULL,2023,"OP",NULL,NULL
"P21153",NULL,2010,"OP",NULL,NULL
"P21154",NULL,2017,"OP",NULL,NULL
"P21155",NULL,2022,"OP",NULL,NULL
"P21156",NULL,2012,"OP",15,True
"P21157",NULL,2019,"OP",NULL,NULL
"P21158",NULL,2017,"OP",NULL,NULL
"P21159",NULL,2012,"OP",NULL,NULL
"P21160",NULL,2014,"OP",NULL,NULL
"P21161",NULL,2014,"OP",15,True
"P21162",NULL,2015,"OP",NULL,NULL
"P21163",NULL,2016,"OP",NULL,NULL
"P21164",NULL,2009,"OP",22,True
"P21165",NULL,2022,"OP",NULL,NULL
"P21166",NULL,2013,"OP",NULL,NULL
"P21167",NULL,2019,"OP",NULL,NULL
"P21168",NULL,2012,"OP",20,True
"P21169",NULL,2015,"OP",NULL,NULL
"P21170",NULL,2009,"OP",15,True
"P21171",NULL,2012,"OP",NULL,NULL
"P21172",NULL,2010,"OP",16,True
"P21173",NULL,2012,"OP",NULL,NULL
"P21174",NULL,2016,"OP",NULL,NULL
"P21175",NULL,2020,"OP",19,True
"P21176",NULL,2014,"OP",NULL,NULL
"P21177",NULL,2009,"OP",NULL,NULL
"P21178",NULL,2018,"OP",NULL,NULL
"P21179",NULL,2018,"OP",NULL,NULL
"P2118","Brill, Stefan",2021,"B",54,False
"P21180",NULL,2009,"OP",NULL,NULL
"P21181",NULL,2011,"OP",16,True
"P21182",NULL,2010,"OP",18,True
"P21183",NULL,2014,"OP",17,True
"P21184",NULL,2012,"OP",NULL,NULL
"P21185",NULL,2010,"OP",16,True
"P21186",NULL,2013,"OP",NULL,NULL
"P21187",NULL,2012,"OP",34,False
"P21188",NULL,2018,"OP",23,True
"P21189",NULL,2023,"OP",24,True
"P21190",NULL,2012,"OP",NULL,NULL
"P21191",NULL,2019,"OP",18,True
"P21192",NULL,2021,"OP",NULL,NULL
"P21193",NULL,2014,"OP",15,True
"P21194",NULL,2017,"OP",NULL,NULL
"P21195",NULL,2008,"OP",20,True
"P21196",NULL,2013,"OP",16,True
"P21197",NULL,2015,"OP",NULL,NULL
"P21198",NULL,2014,"OP",NULL,NULL
"P21199",NULL,2013,"OP",14,True
"P2120","Bringold, Kathrin",2021,"B",54,False
"P21200",NULL,2017,"OP",NULL,NULL
"P21201",NULL,2014,"OP",NULL,NULL
"P21202",NULL,2008,"OP",16,True
"P21203",NULL,2008,"OP",15,True
"P21204",NULL,2015,"OP",NULL,NULL
"P21205",NULL,2013,"OP",NULL,NULL
"P21206",NULL,2009,"OP",25,True
"P21207",NULL,2014,"OP",17,True
"P21208",NULL,2013,"OP",17,True
"P21209",NULL,2013,"OP",NULL,NULL
"P2121","Brink, Ludo",2023,"B",NULL,NULL
"P21210",NULL,2009,"OP",15,True
"P21211",NULL,2009,"OP",18,True
"P21212",NULL,2012,"OP",NULL,NULL
"P21213",NULL,2014,"OP",16,True
"P21214",NULL,2015,"OP",NULL,NULL
"P21215",NULL,2016,"OP",NULL,NULL
"P21216",NULL,2009,"OP",19,True
"P21217",NULL,2008,"OP",NULL,NULL
"P21218",NULL,2010,"OP",NULL,NULL
"P21219",NULL,2011,"OP",16,True
"P21220",NULL,2012,"OP",NULL,NULL
"P21221",NULL,2014,"OP",16,True
"P21222",NULL,2008,"OP",NULL,NULL
"P21223",NULL,2016,"OP",NULL,NULL
"P21224",NULL,2016,"OP",20,True
"P21225",NULL,2008,"OP",NULL,NULL
"P21226",NULL,2012,"OP",NULL,NULL
"P21227",NULL,2011,"OP",NULL,NULL
"P21228",NULL,2016,"OP",NULL,NULL
"P21229",NULL,2019,"OP",75,False
"P21230",NULL,2017,"OP",NULL,NULL
"P21231",NULL,2008,"OP",NULL,NULL
"P21232",NULL,2016,"OP",NULL,NULL
"P21233",NULL,2010,"OP",17,True
"P21234",NULL,2010,"OP",16,True
"P21235",NULL,2017,"OP",NULL,NULL
"P21236",NULL,2014,"OP",16,True
"P21237",NULL,2012,"OP",NULL,NULL
"P21238",NULL,2008,"OP",NULL,NULL
"P21239",NULL,2017,"OP",NULL,NULL
"P2124","Brinkhouse, Kate",2023,"B",NULL,NULL
"P21240",NULL,2013,"OP",NULL,NULL
"P21241",NULL,2022,"OP",NULL,NULL
"P21242",NULL,2010,"OP",14,True
"P21243",NULL,2009,"OP",16,True
"P21244",NULL,2013,"OP",NULL,NULL
"P21246",NULL,2013,"OP",15,True
"P21247",NULL,2018,"OP",NULL,NULL
"P21248",NULL,2019,"OP",NULL,NULL
"P21249",NULL,2012,"OP",19,True
"P2125","Brinkmann, Gerda",2016,"B",67,False
"P21250",NULL,2014,"OP",NULL,NULL
"P21251",NULL,2013,"OP",14,True
"P21252",NULL,2012,"OP",15,True
"P21253",NULL,2011,"OP",NULL,NULL
"P21254",NULL,2011,"OP",NULL,NULL
"P21255",NULL,2014,"OP",NULL,NULL
"P21256",NULL,2014,"OP",14,True
"P21257",NULL,2012,"OP",15,True
"P21258",NULL,2014,"OP",NULL,NULL
"P21259",NULL,2016,"OP",NULL,NULL
"P2126","Brinkmann, Hans",2009,"B",53,False
"P21260",NULL,2013,"OP",NULL,NULL
"P21261",NULL,2010,"OP",NULL,NULL
"P21262",NULL,2018,"OP",NULL,NULL
"P21263",NULL,2018,"OP",16,True
"P21264",NULL,2012,"OP",14,True
"P21265",NULL,2015,"OP",NULL,NULL
"P21266",NULL,2015,"OP",NULL,NULL
"P21267",NULL,2019,"OP",NULL,NULL
"P21268",NULL,2011,"OP",NULL,NULL
"P21269",NULL,2015,"OP",NULL,NULL
"P21270",NULL,2018,"OP",21,True
"P21272",NULL,2016,"OP",NULL,NULL
"P21273",NULL,2021,"OP",NULL,NULL
