"koerperschaft_id","koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag","sachgruppe_flag","is_verlag_by_name","is_verlagsrelevant_by_sachgruppe","is_verlag_candidate","verlag_score"
"K1218","Gisler Medien, Gisler 1843 AG","Gisler 1843 AG",NULL,NULL,NULL,NULL,False,NULL,0
"K1219","Glaré","Glaré Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1220","Glentorf Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1221","Glossabooks",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1222","Glückskindverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1223","Gmeiner Verlag","Gmeiner-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1224","Gmünder","Bruno-Gmünder-Verlag (Berlin)","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K1225","Goa Kana & Waratfy Ztaia",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1226","Goedeke",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1227","Goethe Universität Frankfurt","Goethe-Universität Frankfurt am Main","Hochschule","Bildungseinrichtung",NULL,False,False,False,0
"K1228","Goethe-Werkstatt","Goethe-Werkstatt","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1229","Goki Verlag","GOKI-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K3010","Verlag UMWELTBILD",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1230","Goldegg Verlag","Goldegg Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1231","Golden Luft Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1232","Goldene Rakete Verlag für Belletristik",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1233","Goldmacher",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1234","Goldmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1235","Goldschmidt GmbH",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K1236","Goldstadt-Autoren e. V., Verein",NULL,NULL,"Verein",NULL,False,False,False,0
"K1237","Goldstaub Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1238","Goldwaage-Verl.","Goldwaage-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1239","Golkonda Verlag","Golkonda Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1240","Gollenstein Verlag","Gollenstein Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1241","Gollenstein-Verl.","Gollenstein Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1242","Golos-Press",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1243","GolubBooks","Golub Books","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1244","Goskonzept","Goskonzept","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1245","Graf","Graf Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1246","Grafische Anstalten Hassa & Karl GbR",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K1247","Grafit","GRAFIT Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1248","Grafotlac Soltys",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1249","Grafotlač Šoltys",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1250","Gralsverl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1251","Graph. Werkstätten","Graphische Werkstätten Zittau","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K1252","Graphiti","GRAPHITI",NULL,NULL,NULL,NULL,False,NULL,0
"K1253","Grass Publishers",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1254","Greifenverl.","Greifenverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1255","Greifenverlag","Greifenverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1256","Grenda",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1257","Gretus Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1258","Greven",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1259","Groh Verlag","Groh Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1260","Grolitsch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1261","Grote",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1262","Grubbe","Grubbe Media GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1263","Grubbe Media","Grubbe Media GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1264","Gruber",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1265","Grundblick-Verl.","Grundblick-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1266","Grupello","Grupello-Verlag (Düsseldorf)","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1267","Gryphon-Verl.","Gryphon Verlagsgruppe KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1268","Gräfe und Unzer Verlag GmbH","Gräfe und Unzer","Handel einzelner Branchen, Dienstleistung einzelner Branchen; Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1269","Gröls Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1270","Größenwahn Verlag","Größenwahn Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1271","Grünberg",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1272","Grüne Aue","Kleingartenverein Grüne Aue (Leipzig)",NULL,"Verein",NULL,False,False,False,0
"K1273","Grünkreuzverl.","Grünkreuzverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1274","Gudruns Töchter",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1275","GuideMedia Verlag GbR","GuideMedia GbR","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1276","Gulde Druck","Gulde Druck GmbH & Co. KG","Buchwissenschaft, Buchhandel","Druckerei","verlagsrelevant",False,True,True,1
"K1277","Gunda-Werner-Institut","Gunda-Werner-Institut","Wissenschaft; Sozialpolitik, Entwicklungshilfe","Institut",NULL,False,False,False,0
"K1278","Gyadu - Ed. Isis","Edition Isis","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1279","Górnośląskie Centrum Kultury i Spotkań im. Eichendorffa",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1280","Göttert","Christel Göttert (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1281","Günther Emigs Literatur-Betrieb",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1282","Gütersloher Verlagshaus","Gütersloher Verlagshaus Gerd Mohn","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1283","H. W. Fichter Kunsthandel und Ed.","H. W. Fichter Kunsthandel","Buchwissenschaft, Buchhandel; Handel einzelner Branchen, Dienstleistung einzelner Branchen; Bildende Kunst",NULL,"verlagsrelevant",NULL,True,True,1
"K1284","H. Weisenfeld",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1285","HILLE Druckerei & Verlag","Druckerei & Verlag Fabian Hille",NULL,"Verlag",NULL,True,False,True,1
"K1286","HKL-Verlag","HKL-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1287","HR-Verl.","HR-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1288","HS-Literaturverl.","HS-Literaturverlag Heinz Spicka","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1289","HW-Verl.","HW Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1290","Haag + Herchen","Haag + Herchen GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1291","Haffmans Verl. bei Zweitausendeins","Haffmans Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1292","Haffmans Verlag bei Zweitausendeins","Haffmans Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1293","Haffmans bei Zweitausendeins","Haffmans Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1294","Haffnitz Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1295","Hagebutte Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1296","Hager",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K2185","Pereprava","Pereprava Verlagsges.m.b.H.","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1297","Hager, Wolfgang","Wolfgang Hager Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1298","Hai-tec Verlags- und Autorenservice","Hai-tec Verlags- und Autorenservice","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1299","Haileiht-Verlag vom Hai-tec Verlags- und Autorenservice",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1300","Halbhoch Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1301","Hamburger Elbsommer","Hamburger Elbsommer GmbH","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1302","Hamburger Haiku-Verl.","Hamburger Haiku Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1303","Hamburger Lesehefte Verlag","Hamburger Lesehefte Verlag",NULL,"Verlag",NULL,True,False,True,1
"K1304","Hammer",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1305","Hamsah-Verl.","Hamsah Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1306","Hanani-Verl.","Hanani Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1307","Hands Art, Four",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1308","Hanno Herbst Musik & Buch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1309","Hans-Werner Kulinna c/o Autorenglück.de",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1310","Hansa-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1311","Hanser","Carl Hanser Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1312","Hanser Berlin","Hanser Berlin","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1313","Hansisches Dr.- und Verl.-Haus","Hansisches Druck- und Verlagshaus","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1314","Hardt & Wörner",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1315","Harenberg, KV&H-Verl.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1316","Harrassowitz","Richter & Harrassowitz","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1317","Harrassowitz,","Richter & Harrassowitz","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1318","Hartmann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1319","Hartmut Krüpe-Silbersiepe",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1320","Hartung-Gorre","Hartung-Gorre Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1321","Hasenverl.","Hasenverlag (Halle (Saale))","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag","verlagsrelevant",True,True,True,2
"K1322","Hassa & Karl Grafische Anstalten",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1323","Hatje Cantz","Hatje-Cantz-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1324","Hauptverband des Österreichischen Buchhandels","Hauptverband des Österreichischen Buchhandels","Buchwissenschaft, Buchhandel","Verband","verlagsrelevant",False,True,True,1
"K1325","Haus am Nepomuk","Verlag Haus am Nepomuk","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1326","Haus für Poesie","Haus für Poesie",NULL,NULL,NULL,NULL,False,NULL,0
"K1327","Hawkify Books",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1328","Haymon Verlag","Haymon Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1329","Heel","Heel Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1330","Hegarda-Verl.","Hegarda Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1331","Heiber","Hartmut Heiber (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1332","Heike Rosa Maria Gaudenti",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1333","Heimann-Stiftung, für Völkerverständigung","Heimann Stiftung für Völkerverständigung",NULL,NULL,NULL,NULL,False,NULL,0
"K1334","Heimat- u. Geschichtsverein",NULL,NULL,"Verein",NULL,False,False,False,0
"K1335","Heimat- und Kulturverein Dahme","Heimat- und Kulturverein Dahme",NULL,"Verein",NULL,False,False,False,0
"K1336","Heimat- und Museumsverein Thayaland","Heimat- und Museumsverein Thayaland",NULL,"Verein",NULL,False,False,False,0
"K1337","Heimat- und Verschönerungsverein Bad Salzuflen e.V.","Heimat- und Verschönerungsverein Bad Salzuflen","Brauchtum, Volksglaube; Geografie, Heimat- und Länderkunde (Allgemeines); Raumordnung, Stadtplanung, Landschaftsgestaltung; Gruppe, Organisationssoziologie, Interaktion; Architektur","Verein",NULL,False,False,False,0
"K1338","Heimatbote Schwalmtal",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1339","Heimatfreunde Winterbach","Heimatfreunde Winterbach",NULL,NULL,NULL,NULL,False,NULL,0
"K1340","Heimatkundlicher Verein für Südböhmen e.V.",NULL,NULL,"Verein",NULL,False,False,False,0
"K1341","Heimatverein der Grafschaft Bentheim e.V.","Heimatverein der Grafschaft Bentheim","Buchwissenschaft, Buchhandel","Verein","verlagsrelevant",False,True,True,1
"K1342","Heimatverl. Schrage","Heimatverlag Josef Schrage","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1343","Heimdall Verlag","Heimdall Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1344","Hein-Verlag","Hein-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1345","Heiner Labonde Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1346","Heinrich Tüffers Verlag GmbH","Heinrich Tüffers Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1347","Heinrichs-Verl.","Heinrichs-Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1348","Heinz-Willi Dammers",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1349","Helios","Helios","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1350","Hellinger Publ.",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1351","Hellinger Publications",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1352","Hellmund","Peter Hellmund (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1353","Helmer","Pamela Helmer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1354","Helms","Thomas Helms Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1355","Helmut Schlaiß Verlag","Helmut Schlaiß (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1356","Helmut-Maletzke-Stiftung","Helmut-Maletzke-Stiftung","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1357","Hemmer","Hemmer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1358","Henrich-Ed.",NULL,NULL,"Verlag",NULL,True,False,True,1
"K2312","Regina Mars c/o Block Services",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1359","Henss","Dr. Ronald Henss (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1360","Hentrich & Hentrich","Hentrich & Hentrich","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1361","Herausgeber Verlag","Kulturbuchverlag Herausgeber",NULL,"Verlag",NULL,True,False,True,1
"K1362","Herausgeber.ch","Herausgeber.ch","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1363","HerausgeberInnengemeinschaft Irrliche",NULL,NULL,"Gemeinschaft",NULL,False,False,False,0
"K1364","Herbst Medien",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1365","Herder",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1366","Herkules-Verl.","Herkules Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1367","Hermagoras","Hermagoras-Verlag","Einzelne Branchen der Industrie und des Handwerks","Verlag",NULL,True,False,True,1
"K1369","Herta Ahrenzmann c/o AutorenServices.de",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1370","Herzensmenschen",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1371","Herzsprung Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1372","Herzstückverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1373","Hess Verlag","Gerhard Hess Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1374","Hesse & Becker","Hesse & Becker","Buchwissenschaft, Buchhandel; Papierherstellung, Grafische Technik; Einzelne Branchen der Industrie und des Handwerks",NULL,"verlagsrelevant",NULL,True,True,1
"K1375","Hessel",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1376","Hessisches Literaturforum im Mousonturm e. V.","Hessisches Literaturforum im Mousonturm e.V.","Literarisches Leben","Verein","verlagsrelevant",False,True,True,1
"K1377","HeuwägelchenBücher",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1378","Heydär Äliyev Stiftung","Heydär Äliyev Fondu",NULL,NULL,NULL,NULL,False,NULL,0
"K1379","Heyn","Verlag Johannes Heyn","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1380","Heyne","Heyne","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1381","Heyne, W",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1382","Hibarios","Hibarios Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1383","Hierax Medien","Hierax Medien","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1384","Hierophant Verlag","Hierophant Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1385","Hierreth","Janine Hierreth (Firma)","Buchwissenschaft, Buchhandel","Unternehmen","verlagsrelevant",False,True,True,1
"K1386","Hildegard Tölke","Tölke, Hildegard","Personen zu Malerei, Zeichnung, Grafik; Personen zu Bildungswesen",NULL,NULL,NULL,False,NULL,0
"K1387","Hildesheimer Literaturverl.","Hildesheimer Literaturverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1388","Hille Verlag","Hille Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1389","Himmel-Erde-Mensch-Verl.","Himmel-Erde-Mensch-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1390","Himmelstürmer Verlag","Himmelstürmer Verlag Part of Production House Filmproduktions GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1391","Hinstorff","Hinstorff-Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1392","Hinterländer Geschichtsverein","Hinterländer Geschichtsverein","Gruppe, Organisationssoziologie, Interaktion; Geografie, Heimat- und Länderkunde (Allgemeines); Geschichte (Allgemeines)","Verein",NULL,False,False,False,0
"K1393","Hippomonte Publishing e.K.",NULL,NULL,"Unternehmen",NULL,False,False,False,0
"K1394","Hirmer","Hirmer Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1395","Hirn Kastl & Herz",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1396","Hirnkost KG","Hirnkost KG",NULL,NULL,NULL,NULL,False,NULL,0
"K1397","Hirschberger","Hirschberger Musikanten","Musik (Allgemeines), Musikgeschichte",NULL,NULL,NULL,False,NULL,0
"K1398","Hirt",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1399","Hober Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1400","Hoepli","Hoepli (Mailand)","Buchwissenschaft, Buchhandel",NULL,"verlagsrelevant",NULL,True,True,1
"K1401","Hoermann",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1402","Hoffe Markenmanufaktur, WOLL Selbstverlag",NULL,NULL,"Verlag",NULL,True,False,True,1
"K1403","Hoffmann und Campe","Hoffmann und Campe Verlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1404","Hofmann-Buch",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1405","Hohe-Dorst, Inka Maria",NULL,NULL,NULL,NULL,NULL,False,NULL,0
"K1406","Hohenheim-Verl.","Hohenheim Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1407","Holder","Hoelder!",NULL,NULL,NULL,NULL,False,NULL,0
"K1408","Hollitzer","Hollitzer Wissenschaftsverlag","Buchwissenschaft, Buchhandel","Verlag","verlagsrelevant",True,True,True,2
"K1409","Holzheimer Verlag",NULL,NULL,"Verlag",NULL,True,False,True,1
