va_ausgabe_id;va_ausgabe_titel;vonveranstaltung;veranstaltung_id;jahr;gewinner;gewinnertexte;jury;themenvorgabe;preise;Quelle
124;Schreibwettbewerb des Literaturhaus Zürich Dezember 2012;Schreibwettbewerb des Literaturhaus Zürich;;2012;Lenherr, Marianne;So muss es sein;"Stoll, Beatrice;Vonlanthen, Isabelle;Hefti, Miriam;Ciklaminy, Zorka;Gerber, Georg;Rauch, Prisca;Reich, Mirjam;Rodgers, Davina;Schöbi, Stefan";Jahresthema: Familie, Monatsthema: ---;Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/so-muss-es-sein-von-marianne-lenherr/
125;Schreibwettbewerb des Literaturhaus Zürich Januar 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Müller-Hellmann, Imke;Das Gewicht einer jungen Frau;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Brandwunde, unempfindlich machen, Hügel, die, Bissigkeit";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/das-gewicht-einer-jungen-frau-von-imke-mueller-hellmann/; https://literaturhaus.ch/event/texte-des-monats-2013-abschlusslesung/"
126;Schreibwettbewerb des Literaturhaus Zürich Februar 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Millius-Imboden, Eva-Maria;Hören Sie es auch;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Kartenprüfgerät, klatschsüchtig, Wandschirm, Satz, Schössling";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/hoeren-sie-es-auch-von-eva-maria-millius-imboden/
127;Schreibwettbewerb des Literaturhaus Zürich März 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Bösiger, Melanie;Nieselregen;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Flinkheit, Währungseinheit, gesund, Pfeiler einer Brücke, FH";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/nieselregen-von-melanie-boesiger/
128;Schreibwettbewerb des Literaturhaus Zürich April 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Furler, Katrin;Wörtlich;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Prägnanz, juckend, Gründlichkeit, zweifelhaft, Abriss";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/woertlich-von-katrin-furler/
129;Schreibwettbewerb des Literaturhaus Zürich Mai 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Weidmann, Cédric;Eine Chance;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Quartär, unvermeidlich, assistieren, kratzen, anbaggern";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/eine-chance-von-cedric-weidmann/
130;Schreibwettbewerb des Literaturhaus Zürich Juni 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Weber, Max;Prallrote Kirschen;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Opfer, knirschend kauen, Dyspnoe, Punze, versperrt.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/prallrote-kirschen-von-max-weber/
131;Schreibwettbewerb des Literaturhaus Zürich Juli 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Schwitter, Fabian;Was ist;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Leutselig, Verpflanzung, Bruch, Zweckmässigkeit, Unebenheit";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/was-ist-von-fabian-schwitter/
132;Schreibwettbewerb des Literaturhaus Zürich August 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Haupt, Sabine;Fading;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: schuldlos, Duplikat, vereinen, Herzrasen, Spalte";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/fading-von-sabine-haupt/
133;Schreibwettbewerb des Literaturhaus Zürich September 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Irène, Dudle;Schmetterlingsflügel;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: versnobt, überholen, ringen, dreist, übereinkommen";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/schmetterlingsfluegel-von-irene-dudle/
134;Schreibwettbewerb des Literaturhaus Zürich Oktober 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Gut, Meret;Streichholz, streichle das Holz – Hedwig, meine Schwester;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Leichtes Mädchen, Klappen, Perspiration, Fehlempfindung, Pistill";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/streichholz-streichle-das-holz-hedwig-meine-schwester-von-meret-gut/
135;Schreibwettbewerb des Literaturhaus Zürich November 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Bernhard, Jürg;Der letzte Stein;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: ausschmücken, analysieren, hervorrufen, Verband, Ganove";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/der-letzte-stein-von-juerg-bernhard/
136;Schreibwettbewerb des Literaturhaus Zürich Dezember 2013;Schreibwettbewerb des Literaturhaus Zürich;;2013;Mayerhofer Dobler, Karin;Gegenpart;"Hefti, Miriam;Stoll, Beatrice;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Gerber, Georg;Läubli, Martina;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: kontrollieren, Dickköpfigkeit, Pionier, Genesung, Geiger";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/gegenpart-von-karin-mayerhofer-dobler/
137;Schreibwettbewerb des Literaturhaus Zürich Januar 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Burkart, Daniel;Gekachelt;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Landebahn, Fahrgast, Exkurs, ausgesondert, effektiv";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/gekachelt-von-daniel-burkart/; https://dev.literaturhaus.ch/event/schreibwettbewerb-2014-lesung-der-gewinnerinnen/"
138;Schreibwettbewerb des Literaturhaus Zürich Februar 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Nox, Cleo;ich tanze spitze;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Urmensch, darreichen, Erneuerung, Luftverkehrsgesellschaft, jagen";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ich-tanze-spitze-von-cleo-nox/
139;Schreibwettbewerb des Literaturhaus Zürich März 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Grossmann, Ulf;Kammerspiel;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Vergammelt, Ödland, (sich) beugen, Kumulierung, Ankleider";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/kammerspiel-von-ulf-grossmann/
140;Schreibwettbewerb des Literaturhaus Zürich April 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Sieber, Aurel;In Gesellschaft;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Gewerbliche Räume, Amnion, Ergänzung, sich (verbreiten), beflecken.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/in-gesellschaft-von-aurel-sieber/
141;Schreibwettbewerb des Literaturhaus Zürich Mai 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Nicolas, Mangold;Sellum Minestik;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Beleuchten, beachten, zerfurchen, global, Zuteiler";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/sellum-minestik-von-nicolas-mangold/
142;Schreibwettbewerb des Literaturhaus Zürich Juni 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Lienhard, Demian;Die Sammllung;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Vervollständigen, vererben, senden, Therapeutikum, phantasievoll";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-sammlung-von-demian-lienhard/
143;Schreibwettbewerb des Literaturhaus Zürich Juli 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Rotheberger, Christof;Vorbereitungen;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Abstumpfen, Unbeweglichkeit, unübersichtlich, sympathisch, zwecklos";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/vorbereitungen-von-christof-rothenberger/
144;Schreibwettbewerb des Literaturhaus Zürich August 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Ganzoni, Romana;Die Katze;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Hochschulreife, Knacki, Option, ganz und gar, Konzentrationsausgleich";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-katze-von-romana-ganzoni/
145;Schreibwettbewerb des Literaturhaus Zürich September 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Hartmann, Susanne;Was vorkommt;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Orthonormal, bedeutend, zurückgeblieben, erspähen, aussichtslos";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/was-vorkommt-von-susanne-hartmann/
146;Schreibwettbewerb des Literaturhaus Zürich November 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;"Brockmann, Doris;Kuttner, Elisabeth";"Das Haus; Das Wetter Im Weltraum";"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Wischtuch, Gesetzmässigkeit, Gaumenzäpfchen, vorausahnend, mega…";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/das-haus-von-doris-brockmann-und-das-wetter-im-weltraum-von-elisabeth-kuttner/
147;Schreibwettbewerb des Literaturhaus Zürich Dezember 2014;Schreibwettbewerb des Literaturhaus Zürich;;2014;Weber, Margrit;begräbnis, bald;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Ciklaminy, Zorka;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Wörter; Monatsthema: Begräbnis…, einmütig, sagen, respektvoll, zusammenpressen";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/begraebnis-bald-von-margrit-weber/
148;Schreibwettbewerb des Literaturhaus Zürich Januar 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Großmann, Ulf;schwimmen lernen;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Der Mensch ist einer, der etwas stattdessen tut."" (Odo Marquard)";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/schwimmen-lernen-von-ulf-grossmann/; https://literaturhaus.ch/event/schreibwettbewerb-2015-lesung-der-gewinnerinnen/"
149;Schreibwettbewerb des Literaturhaus Zürich Februar 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Holenstein, Alexandra;Schreib mir!;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Der Mensch ist einer, der etwas stattdessen tut."" (Odo Marquard)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/schreib-mir-von-alexandra-holenstein/
150;Schreibwettbewerb des Literaturhaus Zürich März 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Breitbach, Sabine;Blau und Braun;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Der Mensch ist einer, der etwas stattdessen tut."" (Odo Marquard)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/blau-und-braun-von-sabine-breitbach/
151;Schreibwettbewerb des Literaturhaus Zürich April 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Kriemler, Emanuel A.;Die Brut;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Glotz(t) nicht so romantisch!"" (Bertolt Brecht)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/die-brut-von-emanuel-a-kriemler/
152;Schreibwettbewerb des Literaturhaus Zürich Mai 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Nievergelt, Mirjam;Flecken;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Glotz(t) nicht so romantisch!"" (Bertolt Brecht)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/flecken-von-mirjam-nievergelt/
153;Schreibwettbewerb des Literaturhaus Zürich Juni 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Peci-Zurmühle, Priska;Nur eine Zigarette;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Glotz(t) nicht so romantisch!"" (Bertolt Brecht)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/nur-eine-zigarette-von-priska-peci-zurmuehle/
154;Schreibwettbewerb des Literaturhaus Zürich Juli 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Redmann, Karsten;Das Zimmer;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Erst die Fremdheit bringt den Kern des Selbst zum Vibrieren."" (Martin R. Dean, ""Verbeugung vor Spiegeln"", Jung und Jung 2015";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/das-zimmer-von-karsten-redmann/
155;Schreibwettbewerb des Literaturhaus Zürich August 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Loosli, Ruth;Ein Sommer, der die Hitze zum Vorwand nahm, sich flegelhaft zu benehmen;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Erst die Fremdheit bringt den Kern des Selbst zum Vibrieren."" (Martin R. Dean, ""Verbeugung vor Spiegeln"", Jung und Jung 2015";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ein-sommer-der-die-hitze-zum-vorwand-nahm-sich-flegelhaft-zu-benehmen-von-ruth-loosli/
156;Schreibwettbewerb des Literaturhaus Zürich September 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Spang, Ina;Ballonmädchen;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Erst die Fremdheit bringt den Kern des Selbst zum Vibrieren."" (Martin R. Dean, ""Verbeugung vor Spiegeln"", Jung und Jung 2015";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/ballonmaedchen-von-ina-spang/
157;Schreibwettbewerb des Literaturhaus Zürich Oktober 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Tayebbeh Khoshmashrab, Melanie;Rotkohlkochen ist auch Kultur;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Doch bis dahin leb ich weiterhin im Spannungsfeld, das sich zwischen Bild und Wirklichkeit aufrecht erhält."" (aus dem Song ""Bild"" von Dagobert)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/rotkohlkochen-ist-auch-kultur-von-melanie-tayebbeh-khoshmashrab/
158;Schreibwettbewerb des Literaturhaus Zürich November 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Roedel, Rita;In den Schuhen der Mutter;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Doch bis dahin leb ich weiterhin im Spannungsfeld, das sich zwischen Bild und Wirklichkeit aufrecht erhält."" (aus dem Song ""Bild"" von Dagobert)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/in-den-schuhen-der-mutter-von-rita-roedel/
159;Schreibwettbewerb des Literaturhaus Zürich Dezember 2015;Schreibwettbewerb des Literaturhaus Zürich;;2015;Schmieder, Sylvia;drei akte drama;"Hefti, Miriam;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Rauch, Prisca;Rodgers, Davina";"Jahresthema: Zitat; Monatsthema: ""Doch bis dahin leb ich weiterhin im Spannungsfeld, das sich zwischen Bild und Wirklichkeit aufrecht erhält."" (aus dem Song ""Bild"" von Dagobert)";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/drei-akte-drama-von-sylvia-schmieder/
160;Schreibwettbewerb des Literaturhaus Zürich Januar 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Olah, Maya;Todesstille;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Sigur Rós, ""Dauðalagið""";Text des Monats;"https://literaturhaus.ch/schreibwettbwerb-t/todesstille-von-maya-olah/; https://dev.literaturhaus.ch/event/schreibwettbewerb-2016-lesung-der-gewinnerinnen/"
161;Schreibwettbewerb des Literaturhaus Zürich Februar 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Grossmann, Ulf;Du lebst in Oberflächenwellen;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Sigur Rós, ""Dauðalagið""";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/du-lebst-in-oberflaechenwellen-von-ulf-grossmann/
162;Schreibwettbewerb des Literaturhaus Zürich März 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Beutler-Prahm, Bettina;Unerhörtes Gebet;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Kat Frankie, ""Please don't give me what I want"", aus dem gleichnahmigen Album von 2012";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/unerhoertes-gebet-von-bettina-beutler-prahm/
163;Schreibwettbewerb des Literaturhaus Zürich April 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Tayebbeh Khoshmashrab, Melanie;Hinter Zäunen wachsen Himbeeren;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Kat Frankie, ""Please don't give me what I want"", aus dem gleichnahmigen Album von 2012";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/hinter-zaeunen-wachsen-himbeeren-von-melanie-khoshmashrab/
164;Schreibwettbewerb des Literaturhaus Zürich Mai 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Scheidegger, Désirée;Matcha für Lili;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: David Bowie, ""Crystal Japan"", als Single 1980 in Japan veröffentlicht.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/matcha-fuer-lili-von-desiree-scheidegger/
165;Schreibwettbewerb des Literaturhaus Zürich Juni 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Spang, Ina;Es wird morgen;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: David Bowie, ""Crystal Japan"", als Single 1980 in Japan veröffentlicht.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/es-wird-morgen-von-ina-spang/
166;Schreibwettbewerb des Literaturhaus Zürich Juli 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Gschwend, Peter;Unbekannte Bekannte;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Astor Piazzolla, ""Invierno Porteño"" (Winter in Buenos Aires), geschrieben 1970.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/unbekannte-bekannte-von-peter-gschwend/
167;Schreibwettbewerb des Literaturhaus Zürich August 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Hohler, Adrian;Eine windige Herbstnacht;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Kate Bush, ""Wuthering Heights"", ihre Debütsingle von 1978.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/eine-windige-herbstnacht-von-adrian-hohler/
168;Schreibwettbewerb des Literaturhaus Zürich September 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Müller-Knapp, Merle;Waldsommer;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Them Fleurs, ""Never Mind"" von dem ersten Album der Band, welches 2012 erschienen ist.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/waldsommer-von-merle-mueller-knapp/
169;Schreibwettbewerb des Literaturhaus Zürich Oktober 2016;Schreibwettbewerb des Literaturhaus Zürich;;2016;Kaufmann, Manuel;Warum Pinguine gerne zum Himmel schauen;"Hefti, Miriam;Imboden, Delia;Schneider, Gesa;Vonlanthen, Isabelle;Fingerhuth, Catharina;Läubli, Martina;Kuhn, Christoph;Nielsen, Jens;Rodgers, Davina;Studer, Liliane";"Jahresthema: Musikstück; Monatsthema: Louise Attaque, ""J't'emmène au vent"", welches 1997 erschienen ist.";Text des Monats;https://literaturhaus.ch/schreibwettbwerb-t/warum-pinguine-gerne-zum-himmel-schauen-von-manuel-kaufmann/
