koerperschaft_id;koerperschaft_name;koerperschaft_name_gnd;gnd_sachgruppe;name_flag;literaturfern_status;bemerkung;website;updated_at
K1249;Grafotlač Šoltys;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1252;Graphiti;GRAPHITI;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1256;Grenda;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1258;Greven;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1260;Grolitsch;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1261;Grote;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1264;Gruber;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1271;Grünberg;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1272;Grüne Aue;Kleingartenverein Grüne Aue (Leipzig);;Verein;unklar;unklar;;2026-04-12 16:34:48.658505
K1274;Gudruns Töchter;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1277;Gunda-Werner-Institut;Gunda-Werner-Institut;"Wissenschaft; Sozialpolitik, Entwicklungshilfe";Institut;true;Institut;https://www.gwi-boell.de/de;2026-04-12 16:34:48.658505
K1279;Górnośląskie Centrum Kultury i Spotkań im. Eichendorffa;;;;true;Kultur- und Begegnungszentrum;https://eichendorff.pl/;2026-04-12 16:34:48.658505
K1284;H. Weisenfeld;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1296;Hager;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1304;Hammer;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1307;Hands Art, Four;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1326;Haus für Poesie;Haus für Poesie;;;false;Literaturhaus;https://www.hausfuerpoesie.org/de;2026-04-12 16:34:48.658505
K1332;Heike Rosa Maria Gaudenti;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1333;Heimann-Stiftung, für Völkerverständigung;Heimann Stiftung für Völkerverständigung;;;true;Stiftung;;2026-04-12 16:34:48.658505
K1334;Heimat- u. Geschichtsverein;;;Verein;true;Heimatverein;;2026-04-12 16:34:48.658505
K1335;Heimat- und Kulturverein Dahme;Heimat- und Kulturverein Dahme;;Verein;true;Heimatverein;;2026-04-12 16:34:48.658505
K1336;Heimat- und Museumsverein Thayaland;Heimat- und Museumsverein Thayaland;;Verein;true;Heimatverein;;2026-04-12 16:34:48.658505
K1337;Heimat- und Verschönerungsverein Bad Salzuflen e.V.;Heimat- und Verschönerungsverein Bad Salzuflen;"Brauchtum, Volksglaube; Geografie, Heimat- und Länderkunde (Allgemeines); Raumordnung, Stadtplanung, Landschaftsgestaltung; Gruppe, Organisationssoziologie, Interaktion; Architektur";Verein;true;Heimatverein;;2026-04-12 16:34:48.658505
K1338;Heimatbote Schwalmtal;;;;true;Heimatverein;;2026-04-12 16:34:48.658505
K1339;Heimatfreunde Winterbach;Heimatfreunde Winterbach;;;true;Heimatverein;;2026-04-12 16:34:48.658505
K1340;Heimatkundlicher Verein für Südböhmen e.V.;;;Verein;true;Heimatverein;;2026-04-12 16:34:48.658505
K1348;Heinz-Willi Dammers;;;;true;Bumerang Entertainment;http://www.hwd-bumerang.de/de/04-kontakt-00.html;2026-04-12 16:34:48.658505
K1363;HerausgeberInnengemeinschaft Irrliche;;;Gemeinschaft;false;HerausgeberInnengemeinschaft ;http://irrliche.org/linkirrliche.htm;2026-04-12 16:34:48.658505
K1364;Herbst Medien;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1644;Krebs;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1648;Kreuz;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1649;Kruse;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1655;Kulturland Niederösterreich;;;;true;Kulturverein;;2026-04-12 16:34:48.658505
K1663;Kulturzone e.V.;;;Verein;false;Kulturverein;;2026-04-12 16:34:48.658505
K1658;Kulturstammtisch;Kulturstammtisch Kirchstetten;Kultur, Künste allgemein;;true;Kulturverein;;2026-04-12 16:34:48.658505
K1659;Kulturverein Möhnsee e.V.;;;Verein;true;Kulturverein;;2026-04-12 16:34:48.658505
K1660;Kulturverein Schloss Homburg am Main e.V.;Kulturverein Schloss Homburg am Main;Kultur, Künste allgemein;Verein;true;Kulturverein;;2026-04-12 16:34:48.658505
K3258;brennt! GmbH;;;Unternehmen;false;Zweck der Gesellschaft ist die Förderung von Kunst und Kultur. Der Unternehmensgegenstand wird verwirklicht insbesondere durch die Planung, Organisation und Durchführung von öffentlichen Kulturveranstaltungen, wie z.B. Klassikkonzerte, Literaturveranstaltungen und Literaturwettbewerbe für junge Zielgruppen;;2026-04-12 16:34:48.658505
K1464;Initiative DarkSky Nord;;;;true;Initiative für nachhaltige Außenbeleuchtung;https://www.darksky-nord.de/;2026-04-12 16:34:48.658505
K1465;Inkitt Inc.;;;;false;reader-powered publisher;https://www.inkitt.com/;2026-04-12 16:34:48.658505
K1473;Institut für Digitale Ethik;Institut für Digitale Ethik;;Institut;true;;;2026-04-12 16:34:48.658505
K1475;Interforum e.V.;Interforum e.V.;;Verein;true;Kunst- und Kulturverein;;2026-04-12 16:34:48.658505
K1484;Izdatelstvo Vesi;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2508;Schöler;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K476;Calderan;;;;false;verlag;;2026-04-12 16:34:48.658505
K1491;JFF;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K479;Cameo;Cameo;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K480;Candela;Candela;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1493;JOJO;Jojo;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K461;CARE Deutschland e.V;CARE Deutschland e.V.;Sozialarbeit, Sozialhilfe;Verein;true;sozialhilfeverein;https://www.care.de/;2026-04-12 16:34:48.658505
K491;Carla Eisfeldt c/o Block Services;;;;unklar;person;;2026-04-12 16:34:48.658505
K494;CarpeGusta;;;;false;offenes Forum für Schriftsteller, Autoren und Literaten,;https://carpegusta-literatur.de/;2026-04-12 16:34:48.658505
K1497;JVA Hannover;Justizvollzugsanstalt (Hannover);;;true;Justizvollzugsanstalt;https://www.justizvollzugsanstalt-hannover.niedersachsen.de/startseite/;2026-04-12 16:34:48.658505
K3523;Österreichische Literaturgesellschaft;Österreichische Literaturgesellschaft;;Gemeinschaft;false;;;2026-04-12 19:24:36.816104
K1063;Europa Buch;;;;false;Verlag;https://www.europabuchladen.com/;2026-04-12 19:24:36.816104
K1144;Freunde der Literatur in Bayern e.V.;Verein der Freunde der Literatur in Bayern e.V.;;Verein;false;Verein;https://www.literaturinbayern.de/verein/;2026-04-12 19:24:36.816104
K1155;Friesische Philologie/Nordfriesische Wörterbuchstelle, Christian-Albrechts-Universität zu Kiel;;;Bildungseinrichtung;false;Universität;;2026-04-12 19:24:36.816104
K109;Amonja Publishing;;;;false;unklar;;2026-04-12 19:24:36.816104
K495;Cartagena;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1145;Freundeskreis des Literaturhauses Schleswig-Holstein;;;Gemeinschaft;false;Literaturhaus;;2026-04-12 19:24:36.816104
K1498;JWV Wiemann;;;;false;Verlag;https://www.wiemannverlag.de/;2026-04-12 16:34:48.658505
K3222;Zenker, Jan M.;;;;unklar;person;;2026-04-12 16:34:48.658505
K3223;Zenkert;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K3227;Ziethen;Grube Ziethen;Bergbau, Hüttentechnik;;unklar;unklar;;2026-04-12 16:34:48.658505
K3512;zocher & peter;;;;false;verlag;;2026-04-12 16:34:48.658505
K3232;Zürcher Kantonalbank;Zürcher Kantonalbank;"Bank; Einzelne Branchen der Industrie und des Handwerks";;true;Bank;https://www.zkb.ch/de/private.html;2026-04-12 16:34:48.658505
K1505;Janson;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1392;Hinterländer Geschichtsverein;Hinterländer Geschichtsverein;"Gruppe, Organisationssoziologie, Interaktion; Geografie, Heimat- und Länderkunde (Allgemeines); Geschichte (Allgemeines)";Verein;true;Geschichtsverein;;2026-04-12 16:34:48.658505
K1395;Hirn Kastl & Herz;;;;false;Verlag;;2026-04-12 16:34:48.658505
K1396;Hirnkost KG;Hirnkost KG;;;false;Verlag;https://www.shop-hirnkost.de/;2026-04-12 16:34:48.658505
K1397;Hirschberger;Hirschberger Musikanten;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1398;Hirt;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1401;Hoermann;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1405;Hohe-Dorst, Inka Maria;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1407;Holder;Hoelder!;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1417;Huber;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1423;Hydre Éditions;;;;false;Verlag;https://hydreditions.eu/;2026-04-12 16:34:48.658505
K1424;Hydre éditions;;;;false;Verlag;https://hydreditions.eu/;2026-04-12 16:34:48.658505
K1426;Höchlerbach;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1429;I. Reen Bow;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1431;IDEA;IDEA;Militär;;true;Evangelische Nachrichtenagentur IDEA;https://www.idea.de/;2026-04-12 16:34:48.658505
K1432;IDV AG;;;;true;Software­entwicklung;https://www.idv-ag.de/;2026-04-12 16:34:48.658505
K1439;INKAS;Ecuador Inkas;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1445;Ida Universum;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1453;Ilona Bürgel;Bürgel, Ilona;;;unklar;Person;;2026-04-12 16:34:48.658505
K1517;Jokers;Great Jokers;Musik (Allgemeines), Musikgeschichte;;false;Verlags-, Versand- und Buchhandelsunternehmen;;2026-04-12 16:34:48.658505
K1521;Jud;JUD;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1532;K & S;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K399;Buch und Ich Tara Dierck;;;;false;;;2026-04-12 19:24:36.816104
K463;CBK-Productions;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K452;C&C - Contact & Creation;;;;true;PR-Agentur;https://www.consense-communications.de/?gad_source=1;2026-04-12 16:34:48.658505
K496;CeS V;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K505;Chat Noir;Chat-Noir;Kabarett, Zirkus, Varieté;;unklar;unklar;;2026-04-12 16:34:48.658505
K509;Chill Media;;;;true;Journalistin;https://chillmedia.at/;2026-04-12 16:34:48.658505
K464;CHORA;CHORA;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1619;Kolchis Belletristik;;;;false;verlag;;2026-04-12 16:34:48.658505
K2605;Stadt Vechta;Vechta;;;true;;;2026-04-13 09:31:54.785989
K1656;Kulturleben Marktgemeinde Grassau;;;;true;Kulturverein;;2026-04-13 09:31:54.785989
K1670;Kunsthochschule für Medien Köln;Kunsthochschule für Medien Köln;"Neue Formen der Kunst; Hochschule";Bildungseinrichtung;true;;;2026-04-13 09:31:54.785989
K1715;Landkreis Barnim;Landkreis Barnim. Kreistag;;Gemeinschaft;true;;;2026-04-13 09:31:54.785989
K1198;Gemeinde Kemmern;;;;true;Gemeinde;;2026-04-13 09:31:54.785989
K1995;Mohorjeva Hermagoras;Private Volksschule Hermagoras-Mohorjeva;Schule;Bildungseinrichtung;true;;;2026-04-13 09:31:54.785989
K2260;Pädagogische Forschungsstelle beim Bund der Freien Waldorfschulen;Pädagogische Forschungsstelle beim Bund der Freien Waldorfschulen;;Bildungseinrichtung;true;;;2026-04-13 09:31:54.785989
K1858;Lysandra Books;;;;false;;;2026-04-12 19:24:36.816104
K3280;danube books;;;;false;;;2026-04-12 19:24:36.816104
K603;Der Doppeldaumenmann c/o Block Services;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K594;DeWinter Waldorf Glass;;;;false;verlag;;2026-04-12 16:34:48.658505
K1702;LVZ;LVZ-Bäckerei;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1728;Laufen;Papiermühle Laufen (Laufen, Eyach);"Einzelne Branchen der Industrie und des Handwerks; Papierherstellung, Grafische Technik";;unklar;unklar;;2026-04-12 16:34:48.658505
K1853;Lux, Christian;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1734;Lava;Lava;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1757;Lentner;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1784;Liebe;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1792;Lindemanns;;;;false;Verlag;;2026-04-12 16:34:48.658505
K1797;Lit;Lit;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K1934;Mayer;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1960;Meyer & Meyer;Meyer & Meyer;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1962;Michael Düthorn;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1867;M. K. E. Brandl;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1868;M. Porta;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1869;M. Schreckenberg, K. @Völlmicke und M. @Lamprecht;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1870;M. Zaffarana;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1973;Milke, Natalie;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1963;Michael, Schneider;;;;unklar;Person;;2026-04-12 16:34:48.658505
K1695;LHDL Self Publ.;;;;false;;;2026-04-12 19:24:36.816104
K1800;Litera Eurasia;;;;false;;;2026-04-12 19:24:36.816104
K1801;LiteraFreakPress;;;;false;;;2026-04-12 19:24:36.816104
K1802;Literareon;;;;false;;;2026-04-12 19:24:36.816104
K1803;Literaricum GmbH;;;Unternehmen;false;;;2026-04-12 19:24:36.816104
K1829;Litopian e.V., Literarischer Förderverein;;;Verein;false;;;2026-04-12 19:24:36.816104
K628;Dichterwettstreit deluxe;;;;false;Independent-Verlag mit angeschlossener Event- und Künstleragentur;https://www.dichterwettstreit-deluxe.de/?srsltid=AfmBOop-Q-lze3m7eXhC98BrI6zvjZ2FYTkIQu90pTadchs2X82DsHD8;2026-04-12 16:34:48.658505
K626;DichtFest GbR;;;Unternehmen;false;Literaturevents;https://dichtfest.de/;2026-04-12 16:34:48.658505
K629;Die 7 Zwerge e.V.;;;Verein;true;Elterninitiative;https://siebenzwerge-haidhausen.de/;2026-04-12 16:34:48.658505
K631;Die Geschichtenfabrik;;;;false;geschichtenerzähler;https://geschichtenfabrik.eu/;2026-04-12 16:34:48.658505
K632;Die Glücksoase;;;;false;;;2026-04-12 16:34:48.658505
K633;Die Gruppe 48 e.V.;Die Gruppe 48;;Gemeinschaft;false;;;2026-04-12 16:34:48.658505
K634;Die Phantasten;Die Chromatischen Phantasten;Musik (Allgemeines), Musikgeschichte;;false;literarischer Stammtisch;https://www.die-phantasten.de/;2026-04-12 16:34:48.658505
K636;Die Schatzkiste;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1677;Kuschelgang;Kuschelgang (Körperschaft);;;false;Gemeinschaftsprojekt verschiedener Autoren;;2026-04-12 16:34:48.658505
K1705;Lago Imago;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1691;LAHA-Dr.;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2568;Smart & Nett;;;;false;Produkte und Dienstleistungen aus der Kreativwirtschaft.  Kombination der einzelnen Bereiche Marketing, Künstlervermittlung, Label, Verlag und Office ;https://smart-und-nett.de/preview-smart-nett/;2026-04-12 16:34:48.658505
K3170;Wind Child Publishing;;;;false;;;2026-04-12 19:24:36.816104
K3217;Youcanprint;;;;false;;;2026-04-12 19:24:36.816104
K3238;alit - Verein Literaturstiftung;alit - Verein Literaturstiftung;;Verein;false;;;2026-04-12 19:24:36.816104
K3239;alit - Verein Literaturstiftung Zürich;;;Verein;false;;;2026-04-12 19:24:36.816104
K1712;Landeshauptstadt Klagenfurt;Handelsgenossenschaft der Landeshauptstadt Klagenfurt;;;true;;;2026-04-13 09:31:54.785989
K2025;Möcker;Voigt & Mocker;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2224;Preface Book;;;;false;;;2026-04-12 19:24:36.816104
K2257;Puput Books;;;;false;;;2026-04-12 19:24:36.816104
K2289;Raiffeisenbank Baden;Raiffeisenbank (Sandweier, Baden-Baden);Einzelne Branchen der Industrie und des Handwerks;;true;bank;;2026-04-12 16:34:48.658505
K641;Dieselstrasse, Kulturzentrum;Kultur- und Kommunikationszentrum (Esslingen am Neckar);;;unklar;kulturzentrum;;2026-04-12 16:34:48.658505
K2028;Mösche;Kölsche Mösche;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K2030;Müller;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2032;N. Mayr;;;;unklar;Person;;2026-04-12 16:34:48.658505
K2037;NWM;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2038;Nacke;Hof Nacke;"Rechtsgeschichte, Verfassungsgeschichte: Mittelalter; Landwirtschaft allgemein";;unklar;unklar;;2026-04-12 16:34:48.658505
K1990;Moerser Gesellschaft zur Förderung des literarischen Lebens e.V.;;;Verein;false;;;2026-04-12 19:24:36.816104
K1647;Kremser Literaturforum;;;Gemeinschaft;false;;;2026-04-12 19:24:36.816104
K2060;Neumann-Neudamm;Neumann - Neudamm gmbh (Melsungen);;Unternehmen;unklar;unklar;;2026-04-12 16:34:48.658505
K642;Dietrich, Gabriella;;;;unklar;person;;2026-04-12 16:34:48.658505
K643;Dietschi;Dietschi AG;"Einzelne Branchen der Industrie und des Handwerks; Presse";;unklar;unklar;;2026-04-12 16:34:48.658505
K572;DNMP, Daniel Neumann Medienproduktion;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K652;Doering;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K654;Dominikanerkloster Prenzlau;Dominikanerkloster Prenzlau - Kulturzentrum und Museum;Liturgik, Frömmigkeit;;true;kirche;;2026-04-12 16:34:48.658505
K662;Dorferneuerungsverein Prigglitz;;;Verein;true;heimatverein;;2026-04-12 16:34:48.658505
K1981;Mission Ost-West;Mission Ost-West e.V.;;Verein;true;missionsgemeinschaft (kirche);;2026-04-12 16:34:48.658505
K2018;Muravidék Baráti Kör Kulturális Egyesület;Muravidék Baráti Kör Kulturális Egyesület;;;unklar;unklar;;2026-04-12 16:34:48.658505
K1701;LV-Buch;;;;false;;;2026-04-12 19:24:36.816104
K1721;Language Practice Publishing;;;;false;;;2026-04-12 19:24:36.816104
K2020;Museum.BL;Museum.BL;Archiv, Museum;;true;museum;;2026-04-12 16:34:48.658505
K2023;Mymorawa von Morawa Lesezirkel GmbH;myMorawa;;;unklar;Selfpublishing-Partner;https://www.buchschmiede.at/;2026-04-12 16:34:48.658505
K2066;Niedersachsen-Dr.;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2152;Papermoon;Papermoon;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K2159;Parlez;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2127;P & B;;;;false;Fachhändler für Zeitungen, Zeitschriften und Bücher;https://pressbooks.de/de/;2026-04-12 16:34:48.658505
K2175;Pectus;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2179;Pendragon;Pendragon;Musik (Allgemeines), Musikgeschichte;;false;verlag;https://www.pendragon.de/;2026-04-12 16:34:48.658505
K2182;Pensieri&Confronti Editore;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2261;Péter Pál Meleghy;;;;unklar;person;;2026-04-12 16:34:48.658505
K2192;Petri;Petri-Presse;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2193;Petrus;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2130;PIDAX;;;;unklar;Pidax Film- und Hörspielverlag;;2026-04-12 16:34:48.658505
K2208;Plan9;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2210;Plaza;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2211;Plöchl;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2216;Polarise;;;;false;Verlag;;2026-04-12 16:34:48.658505
K2220;Portmann;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2226;Pressel;Pressel & Kusch;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2243;Progressing-Your-Ideas-GmbH;;;Unternehmen;true;Unternehmensberatung;;2026-04-12 16:34:48.658505
K2299;Raum Italic;RAUM Italic | SPAZIO Corsivo;;;false;verlag (italienisch);https://www.raumitalic.com/de/;2026-04-12 16:34:48.658505
K2303;Reche;Reche & Recall;Musik (Allgemeines), Musikgeschichte;;false;verlag;https://www.verlag-thomas-reche.de/;2026-04-12 16:34:48.658505
K2306;Redaktion Phantastik;;;;false;verlag;https://www.redaktion-phantastik.de/;2026-04-12 16:34:48.658505
K2307;Redieck & Schade;Redieck & Schade GbR (Rostock);Einzelne Branchen der Industrie und des Handwerks;Unternehmen;false;Regionalia-Verlag;https://www.boersenblatt.net/news/verlage-news/rostocker-redieck-schade-verlag-schliesst-215837;2026-04-12 16:34:48.658505
K2282;REGIA-CO-WORK;;;;false;verlag;https://www.regia-verlag.de/;2026-04-12 16:34:48.658505
K2313;Regio Energie Solothurn;Regio Energie Solothurn;"Energie- und Wasserwirtschaft; Öffentliche Wirtschaft, Abfallwirtschaft, Gesundheitsökonomie";;true;Energieanbieter;;2026-04-12 16:34:48.658505
K2277;R. Hartmann;Rudolph Hartmann (Leipzig);;;unklar;Person;;2026-04-12 16:34:48.658505
K2278;R. Schley;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2708;Thomas Mann-Gesellschaft Hamburg;Thomas Mann-Gesellschaft Hamburg;;Gemeinschaft;false;Literaturgesellschaft;https://www.thomasmann-hamburg.de/wir-%C3%BCber-uns/;2026-04-12 16:34:48.658505
K2711;Thon;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2669;THW Österreich;;;;true;Technische Hilfswerk;;2026-04-12 16:34:48.658505
K2718;ToMa;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2725;Totechöpfli;;;;false;Schreibgruppe?`;https://www.totechöpfli.ch/home.htm;2026-04-12 16:34:48.658505
K2730;Trautmann;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2733;Treibhaus e.V.;Treibhaus e.V.;;Verein;unklar;Kulturverein: Soziokultur in Döbeln. Als gemeinnütziger Verein liegen unsere Arbeitsschwerpunkte in der Kultur- und Jugendarbeit, der politischen und historisch-politischen Bildung sowie in der interkulturellen Arbeit.;https://treibhaus-doebeln.de/;2026-04-12 16:34:48.658505
K2739;Trottoir Noir;;;;false;verlag;https://www.trottoirnoir.de/?page_id=134;2026-04-12 16:34:48.658505
K2671;TRUANT UG;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2673;TWENTYSIX;;;;false;Selfpublishing-Imprint - eine Marke von BoD;https://www.bod.de/twentysix;2026-04-12 16:34:48.658505
K2607;Stadtgemeinde Perg;Perg;;;true;;;2026-04-13 09:31:54.785989
K2430;Samples;Samples;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K2431;Sand;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2506;Schäfer;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2452;Scherz;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2467;Schmid;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2469;Schmidt;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K535;Concept Leben, Werbe- und Einkaufsgesellschaft für den konfessionellen Buchhandel mbH;;;Gemeinschaft;false;;;2026-04-12 19:24:36.816104
K553;CreateSpace Independent Publishing Platform;;;;false;;;2026-04-12 19:24:36.816104
K554;Creativo, Initiationgruppe für Literatur, Wissenschaft und KUnst;;;Gemeinschaft;false;;;2026-04-12 19:24:36.816104
K2472;Schmitz;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2475;Schneider;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2477;Schneider, Nadine;;;;unklar;person;;2026-04-12 16:34:48.658505
K2479;Schnider;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2481;Scholz;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2494;Schuster;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K574;DREIERLEI;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K670;Dr. Jürgen Oberle;;;;unklar;person;;2026-04-12 16:34:48.658505
K671;Dr. Martin Bethke Storyvents;;;;false;Literaturagentur ;;2026-04-12 16:34:48.658505
K696;Droste;Droste;Musik (Allgemeines), Musikgeschichte;;unklar;unklar;;2026-04-12 16:34:48.658505
K704;Dt. Rotes Kreuz, Ortsverein Hameln;;;Verein;true;DRK-Kreisverband;;2026-04-12 16:34:48.658505
K736;Easy Readers;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K739;Eberl;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K740;Ebersbach & Simon;;;;false;verlag;;2026-04-12 16:34:48.658505
K741;Ebner;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2350;Ritter;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2369;Rosspoint;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2418;SadWolf;;;;false;verlag;;2026-04-12 16:34:48.658505
K2425;SalonPresse;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2455;Schiler;Schiler & Mücke;;;false;verlag;https://schiler-muecke.de/;2026-04-12 16:34:48.658505
K2456;Schiler & Mücke;Schiler & Mücke;;;false;verlag;https://schiler-muecke.de/;2026-04-12 16:34:48.658505
K2510;Schönrock & Heikamp;;;;false;verlag;http://www.roki-art.de/;2026-04-12 16:34:48.658505
K2483;Schreibgruppe ausgewundert;;;Gemeinschaft;false;schreibgruppe;;2026-04-12 16:34:48.658505
K2482;SchreibStimme;;;;false;Schreibkurse, Lektorat, Schreibcoaching;;2026-04-12 16:34:48.658505
K2486;Schreibwaren Wegmann Inh. Janos Metz e. K.;;;;false;Bücher- und Schreibwarenladen;;2026-04-12 16:34:48.658505
K2493;SchumacherGebler;;;;false;Drucker und Schriftsetzer;;2026-04-12 16:34:48.658505
K2495;Schwab, Jörg;;;;unklar;person;;2026-04-12 16:34:48.658505
K2497;Schwalbe;;;;unklar;unklar;;2026-04-12 16:34:48.658505
K2547;Shutterstock;Shutterstock, Inc.;Einzelne Branchen der Industrie und des Handwerks;;true;Stockfoto-Anbieter;https://www.shutterstock.com/de/unlimited?pl=PPC_GOO_DE_BD-794785146159&cr=ec&kw=shutterstock&ds_eid=1660525876&utm_source=GOOGLE&utm_campaign=CO%3DDE_LG%3DDE_BU%3DIMG_AD%3DBRAND_TS%3Dlggeneric_RG%3DEUAF_AB%3DACQ_CH%3DSEM_OG%3DCONV_PB%3DGoogle_VarD&ds_cid=23738824267&ds_ag=FF%3DBrand-Shutterstock_Exact_AU%3DProspecting&ds_agid=194831091083&utm_term=shutterstock&utm_medium=cpc&gclsrc=aw.ds&gad_source=1&gad_campaignid=23738824267&gclid=Cj0KCQjwqPLOBhCiARIsAKRMPZrcBIhmGscfeyPVV65ru-p3VlewbHmSj72SX56gszgqhRv0lk9-wwcaAnFeEALw_wcB;2026-04-12 16:34:48.658505
